Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-czhu,Randomise questionnaire elements?,Question Key,Response
11,1729782005353,24/10/2024 15:00:05,1729782002517,-4,24/10/2024 11:00:02,183710,7,questionnaire-eupm,,40890288,i9i4zq8x,11931829,,complete,ivfwsm,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1602x739,1583x737,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,distant-pat-quantised,3
12,1729782005353,24/10/2024 15:00:05,1729782002517,-4,24/10/2024 11:00:02,183710,7,questionnaire-eupm,,40890288,i9i4zq8x,11931829,,complete,ivfwsm,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1602x739,1583x737,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,distant-alex,Neutral
13,1729782005353,24/10/2024 15:00:05,1729782002517,-4,24/10/2024 11:00:02,183710,7,questionnaire-eupm,,40890288,i9i4zq8x,11931829,,complete,ivfwsm,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1602x739,1583x737,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,distant-alex-quantised,3
14,1729782005353,24/10/2024 15:00:05,1729782002517,-4,24/10/2024 11:00:02,183710,7,questionnaire-eupm,,40890288,i9i4zq8x,11931829,,complete,ivfwsm,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1602x739,1583x737,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,understood-pat,Disagree
15,1729782005353,24/10/2024 15:00:05,1729782002518,-4,24/10/2024 11:00:02,183710,7,questionnaire-eupm,,40890288,i9i4zq8x,11931829,,complete,ivfwsm,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1602x739,1583x737,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,understood-pat-quantised,2
16,1729782005353,24/10/2024 15:00:05,1729782002518,-4,24/10/2024 11:00:02,183710,7,questionnaire-eupm,,40890288,i9i4zq8x,11931829,,complete,ivfwsm,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1602x739,1583x737,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,understood-alex,Disagree
17,1729782005353,24/10/2024 15:00:05,1729782002518,-4,24/10/2024 11:00:02,183710,7,questionnaire-eupm,,40890288,i9i4zq8x,11931829,,complete,ivfwsm,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1602x739,1583x737,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,understood-alex-quantised,2
18,1729782005353,24/10/2024 15:00:05,1729782002518,-4,24/10/2024 11:00:02,183710,7,questionnaire-eupm,,40890288,i9i4zq8x,11931829,,complete,ivfwsm,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1602x739,1583x737,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,different-pat,Neutral
19,1729782005353,24/10/2024 15:00:05,1729782002519,-4,24/10/2024 11:00:02,183710,7,questionnaire-eupm,,40890288,i9i4zq8x,11931829,,complete,ivfwsm,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1602x739,1583x737,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,different-pat-quantised,3
20,1729782005353,24/10/2024 15:00:05,1729782002519,-4,24/10/2024 11:00:02,183710,7,questionnaire-eupm,,40890288,i9i4zq8x,11931829,,complete,ivfwsm,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1602x739,1583x737,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,different-alex,Disagree
21,1729782005353,24/10/2024 15:00:05,1729782002519,-4,24/10/2024 11:00:02,183710,7,questionnaire-eupm,,40890288,i9i4zq8x,11931829,,complete,ivfwsm,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1602x739,1583x737,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,different-alex-quantised,2
22,1729782005353,24/10/2024 15:00:05,1729782002520,-4,24/10/2024 11:00:02,183710,7,questionnaire-eupm,,40890288,i9i4zq8x,11931829,,complete,ivfwsm,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1602x739,1583x737,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,chat-again-pat,Neutral
23,1729782005545,24/10/2024 15:00:05,1729782002520,-4,24/10/2024 11:00:02,183710,7,questionnaire-eupm,,40890288,i9i4zq8x,11931829,,complete,ivfwsm,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1602x739,1583x737,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,chat-again-pat-quantised,3
24,1729782005545,24/10/2024 15:00:05,1729782002521,-4,24/10/2024 11:00:02,183710,7,questionnaire-eupm,,40890288,i9i4zq8x,11931829,,complete,ivfwsm,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1602x739,1583x737,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,chat-again-alex,Neutral
25,1729782005545,24/10/2024 15:00:05,1729782002521,-4,24/10/2024 11:00:02,183710,7,questionnaire-eupm,,40890288,i9i4zq8x,11931829,,complete,ivfwsm,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1602x739,1583x737,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,chat-again-alex-quantised,3
26,1729782005545,24/10/2024 15:00:05,1729782002521,-4,24/10/2024 11:00:02,183710,7,questionnaire-eupm,,40890288,i9i4zq8x,11931829,,complete,ivfwsm,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1602x739,1583x737,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,response-1-1,Alex
27,1729782005545,24/10/2024 15:00:05,1729782002521,-4,24/10/2024 11:00:02,183710,7,questionnaire-eupm,,40890288,i9i4zq8x,11931829,,complete,ivfwsm,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1602x739,1583x737,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,response-1-2,Pat
28,1729782005545,24/10/2024 15:00:05,1729782002522,-4,24/10/2024 11:00:02,183710,7,questionnaire-eupm,,40890288,i9i4zq8x,11931829,,complete,ivfwsm,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1602x739,1583x737,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,response-2,Interesting to hear what they say.
29,1729782005545,24/10/2024 15:00:05,1729782002522,-4,24/10/2024 11:00:02,183710,7,questionnaire-eupm,,40890288,i9i4zq8x,11931829,,complete,ivfwsm,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1602x739,1583x737,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,response-3,"I don't know, just liked the other person better."
30,1729782005545,24/10/2024 15:00:05,1729782002522,-4,24/10/2024 11:00:02,183710,7,questionnaire-eupm,,40890288,i9i4zq8x,11931829,,complete,ivfwsm,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1602x739,1583x737,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,END QUESTIONNAIRE,135037
1,1729785516385,24/10/2024 15:58:36,1729785515996,-5,24/10/2024 10:58:35,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x959,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,BEGIN QUESTIONNAIRE,
2,1729785788127,24/10/2024 16:03:08,1729785787435,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,similar-pat,Agree
3,1729785788266,24/10/2024 16:03:08,1729785787437,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,similar-pat-quantised,4
4,1729785788266,24/10/2024 16:03:08,1729785787437,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,similar-alex,Disagree
5,1729785788266,24/10/2024 16:03:08,1729785787437,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,similar-alex-quantised,2
6,1729785788266,24/10/2024 16:03:08,1729785787437,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,enjoy-pat,Agree
7,1729785788266,24/10/2024 16:03:08,1729785787437,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,enjoy-pat-quantised,4
8,1729785788266,24/10/2024 16:03:08,1729785787437,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,enjoy-alex,Disagree
9,1729785788266,24/10/2024 16:03:08,1729785787437,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,enjoy-alex-quantised,2
10,1729785788266,24/10/2024 16:03:08,1729785787437,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,distant-pat,Disagree
11,1729785788266,24/10/2024 16:03:08,1729785787437,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,distant-pat-quantised,2
12,1729785788266,24/10/2024 16:03:08,1729785787438,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,distant-alex,Agree
13,1729785788266,24/10/2024 16:03:08,1729785787438,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,distant-alex-quantised,4
14,1729785788266,24/10/2024 16:03:08,1729785787438,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,understood-pat,Agree
15,1729785788266,24/10/2024 16:03:08,1729785787438,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,understood-pat-quantised,4
16,1729785788266,24/10/2024 16:03:08,1729785787438,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,understood-alex,Disagree
17,1729785788266,24/10/2024 16:03:08,1729785787438,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,understood-alex-quantised,2
18,1729785788266,24/10/2024 16:03:08,1729785787438,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,different-pat,Disagree
19,1729785788266,24/10/2024 16:03:08,1729785787439,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,different-pat-quantised,2
20,1729785788266,24/10/2024 16:03:08,1729785787439,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,different-alex,Agree
21,1729785788266,24/10/2024 16:03:08,1729785787439,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,different-alex-quantised,4
22,1729785788266,24/10/2024 16:03:08,1729785787439,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,chat-again-pat,Agree
23,1729785788397,24/10/2024 16:03:08,1729785787439,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,chat-again-pat-quantised,4
24,1729785788397,24/10/2024 16:03:08,1729785787439,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,chat-again-alex,Disagree
25,1729785788397,24/10/2024 16:03:08,1729785787439,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,chat-again-alex-quantised,2
26,1729785788397,24/10/2024 16:03:08,1729785787439,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,response-1-1,Pat
27,1729785788397,24/10/2024 16:03:08,1729785787439,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,response-1-2,Alex
28,1729785788397,24/10/2024 16:03:08,1729785787440,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,response-2,Pat seemed more realistic and did not seem to repeat itself. It felt more realistic and was better at keeping the conversation going. 
29,1729785788397,24/10/2024 16:03:08,1729785787440,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,response-3,I did not like how Alex seemed to repeat about being excited for the adventure. It didn't need to be said so many times. I would have liked more information on the gear I needed.
30,1729785788397,24/10/2024 16:03:08,1729785787440,-5,24/10/2024 11:03:07,183710,7,questionnaire-eupm,,40892182,d9d5uv49,11932374,,complete,jrgfxb,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,END QUESTIONNAIRE,271444
1,1729787228095,24/10/2024 16:27:08,1729787229661,-5,24/10/2024 11:27:09,183710,7,questionnaire-eupm,,40893058,dftetr0c,11932694,,complete,ufodyb,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x632,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,BEGIN QUESTIONNAIRE,
2,1729787319036,24/10/2024 16:28:39,1729787320618,-5,24/10/2024 11:28:40,183710,7,questionnaire-eupm,,40893058,dftetr0c,11932694,,complete,ufodyb,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x632,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,similar-pat,Neutral
3,1729787319220,24/10/2024 16:28:39,1729787320620,-5,24/10/2024 11:28:40,183710,7,questionnaire-eupm,,40893058,dftetr0c,11932694,,complete,ufodyb,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x632,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,similar-pat-quantised,3
4,1729787319220,24/10/2024 16:28:39,1729787320620,-5,24/10/2024 11:28:40,183710,7,questionnaire-eupm,,40893058,dftetr0c,11932694,,complete,ufodyb,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x632,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,similar-alex,Agree
5,1729787319220,24/10/2024 16:28:39,1729787320621,-5,24/10/2024 11:28:40,183710,7,questionnaire-eupm,,40893058,dftetr0c,11932694,,complete,ufodyb,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x632,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,similar-alex-quantised,4
6,1729787319220,24/10/2024 16:28:39,1729787320621,-5,24/10/2024 11:28:40,183710,7,questionnaire-eupm,,40893058,dftetr0c,11932694,,complete,ufodyb,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x632,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,enjoy-pat,Agree
7,1729787319220,24/10/2024 16:28:39,1729787320621,-5,24/10/2024 11:28:40,183710,7,questionnaire-eupm,,40893058,dftetr0c,11932694,,complete,ufodyb,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x632,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,enjoy-pat-quantised,4
8,1729787319220,24/10/2024 16:28:39,1729787320621,-5,24/10/2024 11:28:40,183710,7,questionnaire-eupm,,40893058,dftetr0c,11932694,,complete,ufodyb,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x632,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,enjoy-alex,Strongly Agree
9,1729787319220,24/10/2024 16:28:39,1729787320622,-5,24/10/2024 11:28:40,183710,7,questionnaire-eupm,,40893058,dftetr0c,11932694,,complete,ufodyb,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x632,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,enjoy-alex-quantised,5
10,1729787319220,24/10/2024 16:28:39,1729787320622,-5,24/10/2024 11:28:40,183710,7,questionnaire-eupm,,40893058,dftetr0c,11932694,,complete,ufodyb,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x632,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,distant-pat,Agree
11,1729787319220,24/10/2024 16:28:39,1729787320622,-5,24/10/2024 11:28:40,183710,7,questionnaire-eupm,,40893058,dftetr0c,11932694,,complete,ufodyb,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x632,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,distant-pat-quantised,4
12,1729787319220,24/10/2024 16:28:39,1729787320623,-5,24/10/2024 11:28:40,183710,7,questionnaire-eupm,,40893058,dftetr0c,11932694,,complete,ufodyb,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x632,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,distant-alex,Neutral
