Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-czhu,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
5,1723247266100,09/08/2024 23:47:46,1723229266100,-5,09/08/2024 13:47:46,183710,5,questionnaire-2qbv,,39481532,e0mve7sw,11566059,,complete,ndqpdh,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,2133x1050,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1723247266100,09/08/2024 23:47:46,1723229266100,-5,09/08/2024 13:47:46,183710,5,questionnaire-2qbv,,39481532,e0mve7sw,11566059,,complete,ndqpdh,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,2133x1050,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,,,,,info,,END,,,,,
1,1723247479356,09/08/2024 23:51:19,1723233079356,-4,09/08/2024 15:51:19,183710,5,questionnaire-2qbv,,39481557,k7zbohhu,11566066,,complete,buzgvb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x813,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,,,,,info,,BEGIN,,,,,
2,1723247505419,09/08/2024 23:51:45,1723233105419,-4,09/08/2024 15:51:45,183710,5,questionnaire-2qbv,,39481557,k7zbohhu,11566066,,complete,buzgvb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x813,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,Page 1,4txcqs,1,What is your age?,response,value,28,,,Number Entry,3,object-4
3,1723247505419,09/08/2024 23:51:45,1723233105419,-4,09/08/2024 15:51:45,183710,5,questionnaire-2qbv,,39481557,k7zbohhu,11566066,,complete,buzgvb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x813,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,Page 1,4txcqs,1,What is your gender?,response,value,Male,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1723247505419,09/08/2024 23:51:45,1723233105419,-4,09/08/2024 15:51:45,183710,5,questionnaire-2qbv,,39481557,k7zbohhu,11566066,,complete,buzgvb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x813,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,Page 1,4txcqs,1,What is your gender?,response,quantised,1,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1723247505419,09/08/2024 23:51:45,1723233105419,-4,09/08/2024 15:51:45,183710,5,questionnaire-2qbv,,39481557,k7zbohhu,11566066,,complete,buzgvb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x813,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1723247505419,09/08/2024 23:51:45,1723233105419,-4,09/08/2024 15:51:45,183710,5,questionnaire-2qbv,,39481557,k7zbohhu,11566066,,complete,buzgvb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x813,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,,,,,info,,END,,,,,
1,1723247519093,09/08/2024 23:51:59,1723233119093,-4,09/08/2024 15:51:59,183710,5,questionnaire-2qbv,,39481563,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,,,,,info,,BEGIN,,,,,
2,1723247540730,09/08/2024 23:52:20,1723233140730,-4,09/08/2024 15:52:20,183710,5,questionnaire-2qbv,,39481563,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,Page 1,4txcqs,1,What is your age?,response,value,46,,,Number Entry,3,object-4
3,1723247540732,09/08/2024 23:52:20,1723233140732,-4,09/08/2024 15:52:20,183710,5,questionnaire-2qbv,,39481563,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,Page 1,4txcqs,1,What is your gender?,response,value,Male,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1723247540733,09/08/2024 23:52:20,1723233140733,-4,09/08/2024 15:52:20,183710,5,questionnaire-2qbv,,39481563,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,Page 1,4txcqs,1,What is your gender?,response,quantised,1,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1723247540734,09/08/2024 23:52:20,1723233140734,-4,09/08/2024 15:52:20,183710,5,questionnaire-2qbv,,39481563,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1723247540736,09/08/2024 23:52:20,1723233140736,-4,09/08/2024 15:52:20,183710,5,questionnaire-2qbv,,39481563,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,,,,,info,,END,,,,,
1,1723247550590,09/08/2024 23:52:30,1723222350590,-7,09/08/2024 09:52:30,183710,5,questionnaire-2qbv,,39481568,vrlc5put,11566069,,complete,sldyjd,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,1920x911,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,,,,,info,,BEGIN,,,,,
2,1723247579324,09/08/2024 23:52:59,1723222379324,-7,09/08/2024 09:52:59,183710,5,questionnaire-2qbv,,39481568,vrlc5put,11566069,,complete,sldyjd,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,1920x911,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,Page 1,4txcqs,1,What is your age?,response,value,50,,,Number Entry,3,object-4
3,1723247579324,09/08/2024 23:52:59,1723222379324,-7,09/08/2024 09:52:59,183710,5,questionnaire-2qbv,,39481568,vrlc5put,11566069,,complete,sldyjd,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,1920x911,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,Page 1,4txcqs,1,What is your gender?,response,value,Male,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1723247579324,09/08/2024 23:52:59,1723222379324,-7,09/08/2024 09:52:59,183710,5,questionnaire-2qbv,,39481568,vrlc5put,11566069,,complete,sldyjd,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,1920x911,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,Page 1,4txcqs,1,What is your gender?,response,quantised,1,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1723247579325,09/08/2024 23:52:59,1723222379325,-7,09/08/2024 09:52:59,183710,5,questionnaire-2qbv,,39481568,vrlc5put,11566069,,complete,sldyjd,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,1920x911,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1723247579325,09/08/2024 23:52:59,1723222379325,-7,09/08/2024 09:52:59,183710,5,questionnaire-2qbv,,39481568,vrlc5put,11566069,,complete,sldyjd,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,1920x911,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,,,,,info,,END,,,,,
1,1723247636932,09/08/2024 23:53:56,1723222436932,-7,09/08/2024 09:53:56,183710,5,questionnaire-2qbv,,39481577,jxizgx2v,11566073,,complete,vqoegl,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1616x909,1616x741,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,,,,,info,,BEGIN,,,,,
2,1723247669169,09/08/2024 23:54:29,1723222469169,-7,09/08/2024 09:54:29,183710,5,questionnaire-2qbv,,39481577,jxizgx2v,11566073,,complete,vqoegl,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1616x909,1616x741,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,Page 1,4txcqs,1,What is your age?,response,value,39,,,Number Entry,3,object-4
3,1723247669170,09/08/2024 23:54:29,1723222469170,-7,09/08/2024 09:54:29,183710,5,questionnaire-2qbv,,39481577,jxizgx2v,11566073,,complete,vqoegl,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1616x909,1616x741,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,Page 1,4txcqs,1,What is your gender?,response,value,Female,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1723247669171,09/08/2024 23:54:29,1723222469171,-7,09/08/2024 09:54:29,183710,5,questionnaire-2qbv,,39481577,jxizgx2v,11566073,,complete,vqoegl,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1616x909,1616x741,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,Page 1,4txcqs,1,What is your gender?,response,quantised,2,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1723247669172,09/08/2024 23:54:29,1723222469172,-7,09/08/2024 09:54:29,183710,5,questionnaire-2qbv,,39481577,jxizgx2v,11566073,,complete,vqoegl,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1616x909,1616x741,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1723247669174,09/08/2024 23:54:29,1723222469174,-7,09/08/2024 09:54:29,183710,5,questionnaire-2qbv,,39481577,jxizgx2v,11566073,,complete,vqoegl,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1616x909,1616x741,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,,,,,info,,END,,,,,
1,1723247605206,09/08/2024 23:53:25,1723222405206,-7,09/08/2024 09:53:25,183710,5,questionnaire-2qbv,,39481580,wbek67gd,11566074,,complete,mfaqap,,computer,Desktop or Laptop,Windows 10,Edge 127.0.0.0,1536x864,1528x714,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,,,,,info,,BEGIN,,,,,
2,1723247626166,09/08/2024 23:53:46,1723222426166,-7,09/08/2024 09:53:46,183710,5,questionnaire-2qbv,,39481580,wbek67gd,11566074,,complete,mfaqap,,computer,Desktop or Laptop,Windows 10,Edge 127.0.0.0,1536x864,1528x714,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,Page 1,4txcqs,1,What is your age?,response,value,35,,,Number Entry,3,object-4
3,1723247626166,09/08/2024 23:53:46,1723222426166,-7,09/08/2024 09:53:46,183710,5,questionnaire-2qbv,,39481580,wbek67gd,11566074,,complete,mfaqap,,computer,Desktop or Laptop,Windows 10,Edge 127.0.0.0,1536x864,1528x714,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,Page 1,4txcqs,1,What is your gender?,response,value,Female,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1723247626167,09/08/2024 23:53:46,1723222426167,-7,09/08/2024 09:53:46,183710,5,questionnaire-2qbv,,39481580,wbek67gd,11566074,,complete,mfaqap,,computer,Desktop or Laptop,Windows 10,Edge 127.0.0.0,1536x864,1528x714,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,Page 1,4txcqs,1,What is your gender?,response,quantised,2,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1723247626167,09/08/2024 23:53:46,1723222426167,-7,09/08/2024 09:53:46,183710,5,questionnaire-2qbv,,39481580,wbek67gd,11566074,,complete,mfaqap,,computer,Desktop or Laptop,Windows 10,Edge 127.0.0.0,1536x864,1528x714,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1723247626167,09/08/2024 23:53:46,1723222426167,-7,09/08/2024 09:53:46,183710,5,questionnaire-2qbv,,39481580,wbek67gd,11566074,,complete,mfaqap,,computer,Desktop or Laptop,Windows 10,Edge 127.0.0.0,1536x864,1528x714,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,,,,,info,,END,,,,,
1,1723247790475,09/08/2024 23:56:30,1723233390475,-4,09/08/2024 15:56:30,183710,5,questionnaire-2qbv,,39481615,ts7n1i9a,11566081,,complete,gvzwcz,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,2048x972,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,,,,,info,,BEGIN,,,,,
2,1723247809886,09/08/2024 23:56:49,1723233409886,-4,09/08/2024 15:56:49,183710,5,questionnaire-2qbv,,39481615,ts7n1i9a,11566081,,complete,gvzwcz,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,2048x972,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,Page 1,4txcqs,1,What is your age?,response,value,38,,,Number Entry,3,object-4
3,1723247809886,09/08/2024 23:56:49,1723233409886,-4,09/08/2024 15:56:49,183710,5,questionnaire-2qbv,,39481615,ts7n1i9a,11566081,,complete,gvzwcz,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,2048x972,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,Page 1,4txcqs,1,What is your gender?,response,value,Male,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1723247809886,09/08/2024 23:56:49,1723233409886,-4,09/08/2024 15:56:49,183710,5,questionnaire-2qbv,,39481615,ts7n1i9a,11566081,,complete,gvzwcz,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,2048x972,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,Page 1,4txcqs,1,What is your gender?,response,quantised,1,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1723247809887,09/08/2024 23:56:49,1723233409887,-4,09/08/2024 15:56:49,183710,5,questionnaire-2qbv,,39481615,ts7n1i9a,11566081,,complete,gvzwcz,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,2048x972,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1723247809887,09/08/2024 23:56:49,1723233409887,-4,09/08/2024 15:56:49,183710,5,questionnaire-2qbv,,39481615,ts7n1i9a,11566081,,complete,gvzwcz,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,2048x972,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,,,,,info,,END,,,,,
1,1723247907191,09/08/2024 23:58:27,1723233507191,-4,09/08/2024 15:58:27,183710,5,questionnaire-2qbv,,39481635,56ay6050,11566083,,complete,gapcje,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1366x768,1366x607,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,,,,,info,,BEGIN,,,,,
2,1723247922163,09/08/2024 23:58:42,1723233522163,-4,09/08/2024 15:58:42,183710,5,questionnaire-2qbv,,39481635,56ay6050,11566083,,complete,gapcje,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1366x768,1366x607,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,Page 1,4txcqs,1,What is your age?,response,value,36,,,Number Entry,3,object-4
3,1723247922163,09/08/2024 23:58:42,1723233522163,-4,09/08/2024 15:58:42,183710,5,questionnaire-2qbv,,39481635,56ay6050,11566083,,complete,gapcje,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1366x768,1366x607,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,Page 1,4txcqs,1,What is your gender?,response,value,Male,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1723247922164,09/08/2024 23:58:42,1723233522164,-4,09/08/2024 15:58:42,183710,5,questionnaire-2qbv,,39481635,56ay6050,11566083,,complete,gapcje,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1366x768,1366x607,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,Page 1,4txcqs,1,What is your gender?,response,quantised,1,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1723247922164,09/08/2024 23:58:42,1723233522164,-4,09/08/2024 15:58:42,183710,5,questionnaire-2qbv,,39481635,56ay6050,11566083,,complete,gapcje,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1366x768,1366x607,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1723247922164,09/08/2024 23:58:42,1723233522164,-4,09/08/2024 15:58:42,183710,5,questionnaire-2qbv,,39481635,56ay6050,11566083,,complete,gapcje,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1366x768,1366x607,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,,,,,info,,END,,,,,
1,1723248026021,10/08/2024 00:00:26,1723222826021,-7,09/08/2024 10:00:26,183710,5,questionnaire-2qbv,,39481646,mje9v2yp,11566084,,complete,qfaziz,,computer,Desktop or Laptop,Windows 10,Firefox 129.0,2880x1620,1818x1143,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,,,,,info,,BEGIN,,,,,
2,1723248067071,10/08/2024 00:01:07,1723222867071,-7,09/08/2024 10:01:07,183710,5,questionnaire-2qbv,,39481646,mje9v2yp,11566084,,complete,qfaziz,,computer,Desktop or Laptop,Windows 10,Firefox 129.0,2880x1620,1818x1143,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,Page 1,4txcqs,1,What is your age?,response,value,22,,,Number Entry,3,object-4
3,1723248067071,10/08/2024 00:01:07,1723222867071,-7,09/08/2024 10:01:07,183710,5,questionnaire-2qbv,,39481646,mje9v2yp,11566084,,complete,qfaziz,,computer,Desktop or Laptop,Windows 10,Firefox 129.0,2880x1620,1818x1143,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,Page 1,4txcqs,1,What is your gender?,response,value,Non-Binary,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1723248067071,10/08/2024 00:01:07,1723222867071,-7,09/08/2024 10:01:07,183710,5,questionnaire-2qbv,,39481646,mje9v2yp,11566084,,complete,qfaziz,,computer,Desktop or Laptop,Windows 10,Firefox 129.0,2880x1620,1818x1143,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,Page 1,4txcqs,1,What is your gender?,response,quantised,3,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1723248067071,10/08/2024 00:01:07,1723222867071,-7,09/08/2024 10:01:07,183710,5,questionnaire-2qbv,,39481646,mje9v2yp,11566084,,complete,qfaziz,,computer,Desktop or Laptop,Windows 10,Firefox 129.0,2880x1620,1818x1143,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1723248067071,10/08/2024 00:01:07,1723222867071,-7,09/08/2024 10:01:07,183710,5,questionnaire-2qbv,,39481646,mje9v2yp,11566084,,complete,qfaziz,,computer,Desktop or Laptop,Windows 10,Firefox 129.0,2880x1620,1818x1143,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,,,,,info,,END,,,,,
1,1723248286795,10/08/2024 00:04:46,1723230286795,-5,09/08/2024 14:04:46,183710,5,questionnaire-2qbv,,39481669,1ziuuhag,11566088,,complete,tmdvos,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1024x820,1024x651,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,,,,,info,,BEGIN,,,,,
2,1723248348763,10/08/2024 00:05:48,1723230348763,-5,09/08/2024 14:05:48,183710,5,questionnaire-2qbv,,39481669,1ziuuhag,11566088,,complete,tmdvos,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1024x820,1024x651,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,Page 1,4txcqs,1,What is your age?,response,value,50,,,Number Entry,3,object-4
3,1723248348763,10/08/2024 00:05:48,1723230348763,-5,09/08/2024 14:05:48,183710,5,questionnaire-2qbv,,39481669,1ziuuhag,11566088,,complete,tmdvos,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1024x820,1024x651,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,Page 1,4txcqs,1,What is your gender?,response,value,Male,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1723248348763,10/08/2024 00:05:48,1723230348763,-5,09/08/2024 14:05:48,183710,5,questionnaire-2qbv,,39481669,1ziuuhag,11566088,,complete,tmdvos,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1024x820,1024x651,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,Page 1,4txcqs,1,What is your gender?,response,quantised,1,,Male|Female|Non-Binary,Dropdown,4,object-5
