Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-czhu,order-m1q4,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
5,1706883084987,02/02/2024 14:11:24,1706861484987,-6,02/02/2024 02:11:24,163181,2,questionnaire-2qbv,,34733276,epxnctp8,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,AB,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1706883084987,02/02/2024 14:11:24,1706861484987,-6,02/02/2024 02:11:24,163181,2,questionnaire-2qbv,,34733276,epxnctp8,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,AB,,,,,5,,END,,,,,
1,1706883095889,02/02/2024 14:11:35,1706854295889,-8,01/02/2024 22:11:35,163181,2,questionnaire-2qbv,,34733300,sg8kxcgs,10269286,,complete,szpyrr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1393x954,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,AB,,,,,5,,BEGIN,,,,,
2,1706883149022,02/02/2024 14:12:29,1706854349022,-8,01/02/2024 22:12:29,163181,2,questionnaire-2qbv,,34733300,sg8kxcgs,10269286,,complete,szpyrr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1393x954,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,AB,Page 1,4txcqs,1,What is your age?,response,value,44,,,Number Entry,3,object-4
3,1706883149022,02/02/2024 14:12:29,1706854349022,-8,01/02/2024 22:12:29,163181,2,questionnaire-2qbv,,34733300,sg8kxcgs,10269286,,complete,szpyrr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1393x954,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,AB,Page 1,4txcqs,1,What is your gender?,response,value,Male,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1706883149022,02/02/2024 14:12:29,1706854349022,-8,01/02/2024 22:12:29,163181,2,questionnaire-2qbv,,34733300,sg8kxcgs,10269286,,complete,szpyrr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1393x954,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,AB,Page 1,4txcqs,1,What is your gender?,response,quantised,1,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1706883149022,02/02/2024 14:12:29,1706854349022,-8,01/02/2024 22:12:29,163181,2,questionnaire-2qbv,,34733300,sg8kxcgs,10269286,,complete,szpyrr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1393x954,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,AB,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1706883149022,02/02/2024 14:12:29,1706854349022,-8,01/02/2024 22:12:29,163181,2,questionnaire-2qbv,,34733300,sg8kxcgs,10269286,,complete,szpyrr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1393x954,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,AB,,,,,5,,END,,,,,
1,1706883111153,02/02/2024 14:11:51,1706865111153,-5,02/02/2024 04:11:51,163181,2,questionnaire-2qbv,,34733320,slga5onx,10269296,,complete,fraywr,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1229x571,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,AB,,,,,5,,BEGIN,,,,,
2,1706883130957,02/02/2024 14:12:10,1706865130957,-5,02/02/2024 04:12:10,163181,2,questionnaire-2qbv,,34733320,slga5onx,10269296,,complete,fraywr,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1229x571,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,AB,Page 1,4txcqs,1,What is your age?,response,value,47,,,Number Entry,3,object-4
3,1706883130957,02/02/2024 14:12:10,1706865130957,-5,02/02/2024 04:12:10,163181,2,questionnaire-2qbv,,34733320,slga5onx,10269296,,complete,fraywr,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1229x571,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,AB,Page 1,4txcqs,1,What is your gender?,response,value,Female,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1706883130958,02/02/2024 14:12:10,1706865130958,-5,02/02/2024 04:12:10,163181,2,questionnaire-2qbv,,34733320,slga5onx,10269296,,complete,fraywr,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1229x571,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,AB,Page 1,4txcqs,1,What is your gender?,response,quantised,2,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1706883130959,02/02/2024 14:12:10,1706865130959,-5,02/02/2024 04:12:10,163181,2,questionnaire-2qbv,,34733320,slga5onx,10269296,,complete,fraywr,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1229x571,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,AB,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1706883130960,02/02/2024 14:12:10,1706865130960,-5,02/02/2024 04:12:10,163181,2,questionnaire-2qbv,,34733320,slga5onx,10269296,,complete,fraywr,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1229x571,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,AB,,,,,5,,END,,,,,
1,1706883137748,02/02/2024 14:12:17,1706865137748,-5,02/02/2024 04:12:17,163181,2,questionnaire-2qbv,,34733344,7gk8p750,10269305,,complete,rcmfzw,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1200,1920x1073,,,0,welcomeAndConsent,1,A_1PatAnx_2AlexNorm,BA,,,,,5,,BEGIN,,,,,
2,1706883163453,02/02/2024 14:12:43,1706865163453,-5,02/02/2024 04:12:43,163181,2,questionnaire-2qbv,,34733344,7gk8p750,10269305,,complete,rcmfzw,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1200,1920x1073,,,0,welcomeAndConsent,1,A_1PatAnx_2AlexNorm,BA,Page 1,4txcqs,1,What is your age?,response,value,43,,,Number Entry,3,object-4
3,1706883163453,02/02/2024 14:12:43,1706865163453,-5,02/02/2024 04:12:43,163181,2,questionnaire-2qbv,,34733344,7gk8p750,10269305,,complete,rcmfzw,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1200,1920x1073,,,0,welcomeAndConsent,1,A_1PatAnx_2AlexNorm,BA,Page 1,4txcqs,1,What is your gender?,response,value,Female,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1706883163453,02/02/2024 14:12:43,1706865163453,-5,02/02/2024 04:12:43,163181,2,questionnaire-2qbv,,34733344,7gk8p750,10269305,,complete,rcmfzw,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1200,1920x1073,,,0,welcomeAndConsent,1,A_1PatAnx_2AlexNorm,BA,Page 1,4txcqs,1,What is your gender?,response,quantised,2,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1706883163453,02/02/2024 14:12:43,1706865163453,-5,02/02/2024 04:12:43,163181,2,questionnaire-2qbv,,34733344,7gk8p750,10269305,,complete,rcmfzw,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1200,1920x1073,,,0,welcomeAndConsent,1,A_1PatAnx_2AlexNorm,BA,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1706883163453,02/02/2024 14:12:43,1706865163453,-5,02/02/2024 04:12:43,163181,2,questionnaire-2qbv,,34733344,7gk8p750,10269305,,complete,rcmfzw,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1200,1920x1073,,,0,welcomeAndConsent,1,A_1PatAnx_2AlexNorm,BA,,,,,5,,END,,,,,
1,1706883165083,02/02/2024 14:12:45,1706865165083,-5,02/02/2024 04:12:45,163181,2,questionnaire-2qbv,,34733373,mkh33kxq,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x607,,,0,welcomeAndConsent,1,A_1PatAnx_2AlexNorm,BA,,,,,5,,BEGIN,,,,,
2,1706883233212,02/02/2024 14:13:53,1706865233212,-5,02/02/2024 04:13:53,163181,2,questionnaire-2qbv,,34733373,mkh33kxq,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x607,,,0,welcomeAndConsent,1,A_1PatAnx_2AlexNorm,BA,Page 1,4txcqs,1,What is your age?,response,value,44,,,Number Entry,3,object-4
3,1706883233212,02/02/2024 14:13:53,1706865233212,-5,02/02/2024 04:13:53,163181,2,questionnaire-2qbv,,34733373,mkh33kxq,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x607,,,0,welcomeAndConsent,1,A_1PatAnx_2AlexNorm,BA,Page 1,4txcqs,1,What is your gender?,response,value,Female,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1706883233212,02/02/2024 14:13:53,1706865233212,-5,02/02/2024 04:13:53,163181,2,questionnaire-2qbv,,34733373,mkh33kxq,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x607,,,0,welcomeAndConsent,1,A_1PatAnx_2AlexNorm,BA,Page 1,4txcqs,1,What is your gender?,response,quantised,2,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1706883233213,02/02/2024 14:13:53,1706865233213,-5,02/02/2024 04:13:53,163181,2,questionnaire-2qbv,,34733373,mkh33kxq,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x607,,,0,welcomeAndConsent,1,A_1PatAnx_2AlexNorm,BA,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1706883233213,02/02/2024 14:13:53,1706865233213,-5,02/02/2024 04:13:53,163181,2,questionnaire-2qbv,,34733373,mkh33kxq,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x607,,,0,welcomeAndConsent,1,A_1PatAnx_2AlexNorm,BA,,,,,5,,END,,,,,
1,1706883175544,02/02/2024 14:12:55,1706861575544,-6,02/02/2024 02:12:55,163181,2,questionnaire-2qbv,,34733394,isn37d0h,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1920x927,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,BA,,,,,5,,BEGIN,,,,,
2,1706883210251,02/02/2024 14:13:30,1706861610251,-6,02/02/2024 02:13:30,163181,2,questionnaire-2qbv,,34733394,isn37d0h,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1920x927,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,BA,Page 1,4txcqs,1,What is your age?,response,value,40,,,Number Entry,3,object-4
3,1706883210251,02/02/2024 14:13:30,1706861610251,-6,02/02/2024 02:13:30,163181,2,questionnaire-2qbv,,34733394,isn37d0h,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1920x927,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,BA,Page 1,4txcqs,1,What is your gender?,response,value,Female,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1706883210251,02/02/2024 14:13:30,1706861610251,-6,02/02/2024 02:13:30,163181,2,questionnaire-2qbv,,34733394,isn37d0h,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1920x927,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,BA,Page 1,4txcqs,1,What is your gender?,response,quantised,2,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1706883210251,02/02/2024 14:13:30,1706861610251,-6,02/02/2024 02:13:30,163181,2,questionnaire-2qbv,,34733394,isn37d0h,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1920x927,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,BA,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1706883210251,02/02/2024 14:13:30,1706861610251,-6,02/02/2024 02:13:30,163181,2,questionnaire-2qbv,,34733394,isn37d0h,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1920x927,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,BA,,,,,5,,END,,,,,
1,1706883282952,02/02/2024 14:14:42,1706865282952,-5,02/02/2024 04:14:42,163181,2,questionnaire-2qbv,,34733499,pqadatyd,10269353,,complete,ugycyj,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1093x615,1094x528,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,BA,,,,,5,,BEGIN,,,,,
2,1706883337340,02/02/2024 14:15:37,1706865337340,-5,02/02/2024 04:15:37,163181,2,questionnaire-2qbv,,34733499,pqadatyd,10269353,,complete,ugycyj,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1093x615,1094x528,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,BA,Page 1,4txcqs,1,What is your age?,response,value,47,,,Number Entry,3,object-4
3,1706883337340,02/02/2024 14:15:37,1706865337340,-5,02/02/2024 04:15:37,163181,2,questionnaire-2qbv,,34733499,pqadatyd,10269353,,complete,ugycyj,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1093x615,1094x528,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,BA,Page 1,4txcqs,1,What is your gender?,response,value,Male,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1706883337341,02/02/2024 14:15:37,1706865337341,-5,02/02/2024 04:15:37,163181,2,questionnaire-2qbv,,34733499,pqadatyd,10269353,,complete,ugycyj,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1093x615,1094x528,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,BA,Page 1,4txcqs,1,What is your gender?,response,quantised,1,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1706883337341,02/02/2024 14:15:37,1706865337341,-5,02/02/2024 04:15:37,163181,2,questionnaire-2qbv,,34733499,pqadatyd,10269353,,complete,ugycyj,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1093x615,1094x528,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,BA,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1706883337341,02/02/2024 14:15:37,1706865337341,-5,02/02/2024 04:15:37,163181,2,questionnaire-2qbv,,34733499,pqadatyd,10269353,,complete,ugycyj,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1093x615,1094x528,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,BA,,,,,5,,END,,,,,
1,1706883451767,02/02/2024 14:17:31,1706858251767,-7,02/02/2024 00:17:31,163181,2,questionnaire-2qbv,,34733693,77cfqkz4,10269413,,complete,hxtyjq,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1600x712,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,BA,,,,,5,,BEGIN,,,,,
2,1706883516071,02/02/2024 14:18:36,1706858316071,-7,02/02/2024 00:18:36,163181,2,questionnaire-2qbv,,34733693,77cfqkz4,10269413,,complete,hxtyjq,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1600x712,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,BA,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
3,1706883516071,02/02/2024 14:18:36,1706858316071,-7,02/02/2024 00:18:36,163181,2,questionnaire-2qbv,,34733693,77cfqkz4,10269413,,complete,hxtyjq,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1600x712,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,BA,Page 1,4txcqs,1,What is your age?,response,value,50,,,Number Entry,3,object-4
4,1706883516073,02/02/2024 14:18:36,1706858316073,-7,02/02/2024 00:18:36,163181,2,questionnaire-2qbv,,34733693,77cfqkz4,10269413,,complete,hxtyjq,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1600x712,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,BA,Page 1,4txcqs,1,What is your gender?,response,value,Female,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1706883516074,02/02/2024 14:18:36,1706858316074,-7,02/02/2024 00:18:36,163181,2,questionnaire-2qbv,,34733693,77cfqkz4,10269413,,complete,hxtyjq,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1600x712,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,BA,Page 1,4txcqs,1,What is your gender?,response,quantised,2,,Male|Female|Non-Binary,Dropdown,4,object-5
6,1706883516075,02/02/2024 14:18:36,1706858316075,-7,02/02/2024 00:18:36,163181,2,questionnaire-2qbv,,34733693,77cfqkz4,10269413,,complete,hxtyjq,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1600x712,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,BA,,,,,5,,END,,,,,
1,1706883514890,02/02/2024 14:18:34,1706865514890,-5,02/02/2024 04:18:34,163181,2,questionnaire-2qbv,,34733755,ii0b79o7,10269434,,complete,ovmrat,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1920x919,,,0,welcomeAndConsent,1,A_1PatAnx_2AlexNorm,AB,,,,,5,,BEGIN,,,,,
2,1706883522570,02/02/2024 14:18:42,1706865522570,-5,02/02/2024 04:18:42,163181,2,questionnaire-2qbv,,34733755,ii0b79o7,10269434,,complete,ovmrat,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1920x919,,,0,welcomeAndConsent,1,A_1PatAnx_2AlexNorm,AB,Page 1,4txcqs,1,What is your age?,response,value,37,,,Number Entry,3,object-4
3,1706883522570,02/02/2024 14:18:42,1706865522570,-5,02/02/2024 04:18:42,163181,2,questionnaire-2qbv,,34733755,ii0b79o7,10269434,,complete,ovmrat,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1920x919,,,0,welcomeAndConsent,1,A_1PatAnx_2AlexNorm,AB,Page 1,4txcqs,1,What is your gender?,response,value,Male,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1706883522570,02/02/2024 14:18:42,1706865522570,-5,02/02/2024 04:18:42,163181,2,questionnaire-2qbv,,34733755,ii0b79o7,10269434,,complete,ovmrat,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1920x919,,,0,welcomeAndConsent,1,A_1PatAnx_2AlexNorm,AB,Page 1,4txcqs,1,What is your gender?,response,quantised,1,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1706883522570,02/02/2024 14:18:42,1706865522570,-5,02/02/2024 04:18:42,163181,2,questionnaire-2qbv,,34733755,ii0b79o7,10269434,,complete,ovmrat,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1920x919,,,0,welcomeAndConsent,1,A_1PatAnx_2AlexNorm,AB,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1706883522570,02/02/2024 14:18:42,1706865522570,-5,02/02/2024 04:18:42,163181,2,questionnaire-2qbv,,34733755,ii0b79o7,10269434,,complete,ovmrat,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1920x919,,,0,welcomeAndConsent,1,A_1PatAnx_2AlexNorm,AB,,,,,5,,END,,,,,
1,1706883528653,02/02/2024 14:18:48,1706861928653,-6,02/02/2024 02:18:48,163181,2,questionnaire-2qbv,,34733771,7rav4buw,10269440,,complete,yuyivh,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1885x928,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,BA,,,,,5,,BEGIN,,,,,
2,1706883561494,02/02/2024 14:19:21,1706861961494,-6,02/02/2024 02:19:21,163181,2,questionnaire-2qbv,,34733771,7rav4buw,10269440,,complete,yuyivh,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1885x928,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,BA,Page 1,4txcqs,1,What is your age?,response,value,40,,,Number Entry,3,object-4
3,1706883561495,02/02/2024 14:19:21,1706861961495,-6,02/02/2024 02:19:21,163181,2,questionnaire-2qbv,,34733771,7rav4buw,10269440,,complete,yuyivh,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1885x928,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,BA,Page 1,4txcqs,1,What is your gender?,response,value,Male,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1706883561495,02/02/2024 14:19:21,1706861961495,-6,02/02/2024 02:19:21,163181,2,questionnaire-2qbv,,34733771,7rav4buw,10269440,,complete,yuyivh,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1885x928,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,BA,Page 1,4txcqs,1,What is your gender?,response,quantised,1,,Male|Female|Non-Binary,Dropdown,4,object-5
