Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,order-iuov,randomiser-bl99,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
2,1700586381761,21/11/2023 17:06:21,1700564781761,-6,21/11/2023 05:06:21,132936,24,questionnaire-8v2c,,33106935,BLIND,9804126,,complete,belrln,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1920x1080,1881x888,,,0,welcomeAndConsent,13,AB,1,Page 1,4txcqs,1,What is your age?,response,value,33,,,Number Entry,3,object-4
3,1700586381761,21/11/2023 17:06:21,1700564781761,-6,21/11/2023 05:06:21,132936,24,questionnaire-8v2c,,33106935,BLIND,9804126,,complete,belrln,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1920x1080,1881x888,,,0,welcomeAndConsent,13,AB,1,Page 1,4txcqs,1,What is your gender?,response,value,Male,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1700586381761,21/11/2023 17:06:21,1700564781761,-6,21/11/2023 05:06:21,132936,24,questionnaire-8v2c,,33106935,BLIND,9804126,,complete,belrln,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1920x1080,1881x888,,,0,welcomeAndConsent,13,AB,1,Page 1,4txcqs,1,What is your gender?,response,quantised,1,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1700586381761,21/11/2023 17:06:21,1700564781761,-6,21/11/2023 05:06:21,132936,24,questionnaire-8v2c,,33106935,BLIND,9804126,,complete,belrln,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1920x1080,1881x888,,,0,welcomeAndConsent,13,AB,1,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1700586381761,21/11/2023 17:06:21,1700564781761,-6,21/11/2023 05:06:21,132936,24,questionnaire-8v2c,,33106935,BLIND,9804126,,complete,belrln,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1920x1080,1881x888,,,0,welcomeAndConsent,13,AB,1,,,,,5,,END,,,,,
1,1700586814863,21/11/2023 17:13:34,1700568814863,-5,21/11/2023 07:13:34,132936,24,questionnaire-8v2c,,33107079,BLIND,9804178,,complete,ervyrr,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x973,,,0,welcomeAndConsent,13,BA,2,,,,,5,,BEGIN,,,,,
2,1700586849619,21/11/2023 17:14:09,1700568849619,-5,21/11/2023 07:14:09,132936,24,questionnaire-8v2c,,33107079,BLIND,9804178,,complete,ervyrr,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x973,,,0,welcomeAndConsent,13,BA,2,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
3,1700586849619,21/11/2023 17:14:09,1700568849619,-5,21/11/2023 07:14:09,132936,24,questionnaire-8v2c,,33107079,BLIND,9804178,,complete,ervyrr,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x973,,,0,welcomeAndConsent,13,BA,2,Page 1,4txcqs,1,What is your age?,response,value,26,,,Number Entry,3,object-4
4,1700586849619,21/11/2023 17:14:09,1700568849619,-5,21/11/2023 07:14:09,132936,24,questionnaire-8v2c,,33107079,BLIND,9804178,,complete,ervyrr,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x973,,,0,welcomeAndConsent,13,BA,2,Page 1,4txcqs,1,What is your gender?,response,value,Male,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1700586849619,21/11/2023 17:14:09,1700568849619,-5,21/11/2023 07:14:09,132936,24,questionnaire-8v2c,,33107079,BLIND,9804178,,complete,ervyrr,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x973,,,0,welcomeAndConsent,13,BA,2,Page 1,4txcqs,1,What is your gender?,response,quantised,1,,Male|Female|Non-Binary,Dropdown,4,object-5
6,1700586849619,21/11/2023 17:14:09,1700568849619,-5,21/11/2023 07:14:09,132936,24,questionnaire-8v2c,,33107079,BLIND,9804178,,complete,ervyrr,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x973,,,0,welcomeAndConsent,13,BA,2,,,,,5,,END,,,,,
1,1700588268980,21/11/2023 17:37:48,1700570268980,-5,21/11/2023 07:37:48,132936,24,questionnaire-8v2c,,33107670,BLIND,9804355,,complete,dweahp,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 118.0.0.0,1300x730,1300x575,,,0,welcomeAndConsent,13,AB,2,,,,,5,,BEGIN,,,,,
2,1700588289893,21/11/2023 17:38:09,1700570289893,-5,21/11/2023 07:38:09,132936,24,questionnaire-8v2c,,33107670,BLIND,9804355,,complete,dweahp,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 118.0.0.0,1300x730,1300x575,,,0,welcomeAndConsent,13,AB,2,Page 1,4txcqs,1,What is your age?,response,value,48,,,Number Entry,3,object-4
3,1700588289894,21/11/2023 17:38:09,1700570289894,-5,21/11/2023 07:38:09,132936,24,questionnaire-8v2c,,33107670,BLIND,9804355,,complete,dweahp,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 118.0.0.0,1300x730,1300x575,,,0,welcomeAndConsent,13,AB,2,Page 1,4txcqs,1,What is your gender?,response,value,Male,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1700588289894,21/11/2023 17:38:09,1700570289894,-5,21/11/2023 07:38:09,132936,24,questionnaire-8v2c,,33107670,BLIND,9804355,,complete,dweahp,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 118.0.0.0,1300x730,1300x575,,,0,welcomeAndConsent,13,AB,2,Page 1,4txcqs,1,What is your gender?,response,quantised,1,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1700588289895,21/11/2023 17:38:09,1700570289895,-5,21/11/2023 07:38:09,132936,24,questionnaire-8v2c,,33107670,BLIND,9804355,,complete,dweahp,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 118.0.0.0,1300x730,1300x575,,,0,welcomeAndConsent,13,AB,2,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1700588289896,21/11/2023 17:38:09,1700570289896,-5,21/11/2023 07:38:09,132936,24,questionnaire-8v2c,,33107670,BLIND,9804355,,complete,dweahp,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 118.0.0.0,1300x730,1300x575,,,0,welcomeAndConsent,13,AB,2,,,,,5,,END,,,,,
1,1700588879073,21/11/2023 17:47:59,1700570879073,-5,21/11/2023 07:47:59,132936,24,questionnaire-8v2c,,33107904,BLIND,9804410,,complete,amjvge,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1280x800,1395x643,,,0,welcomeAndConsent,13,BA,1,,,,,5,,BEGIN,,,,,
2,1700588899329,21/11/2023 17:48:19,1700570899329,-5,21/11/2023 07:48:19,132936,24,questionnaire-8v2c,,33107904,BLIND,9804410,,complete,amjvge,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1280x800,1395x643,,,0,welcomeAndConsent,13,BA,1,Page 1,4txcqs,1,What is your age?,response,value,36,,,Number Entry,3,object-4
3,1700588899329,21/11/2023 17:48:19,1700570899329,-5,21/11/2023 07:48:19,132936,24,questionnaire-8v2c,,33107904,BLIND,9804410,,complete,amjvge,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1280x800,1395x643,,,0,welcomeAndConsent,13,BA,1,Page 1,4txcqs,1,What is your gender?,response,value,Female,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1700588899329,21/11/2023 17:48:19,1700570899329,-5,21/11/2023 07:48:19,132936,24,questionnaire-8v2c,,33107904,BLIND,9804410,,complete,amjvge,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1280x800,1395x643,,,0,welcomeAndConsent,13,BA,1,Page 1,4txcqs,1,What is your gender?,response,quantised,2,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1700588899329,21/11/2023 17:48:19,1700570899329,-5,21/11/2023 07:48:19,132936,24,questionnaire-8v2c,,33107904,BLIND,9804410,,complete,amjvge,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1280x800,1395x643,,,0,welcomeAndConsent,13,BA,1,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1700588899330,21/11/2023 17:48:19,1700570899330,-5,21/11/2023 07:48:19,132936,24,questionnaire-8v2c,,33107904,BLIND,9804410,,complete,amjvge,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1280x800,1395x643,,,0,welcomeAndConsent,13,BA,1,,,,,5,,END,,,,,
1,1700588951057,21/11/2023 17:49:11,1700563751057,-7,21/11/2023 03:49:11,132936,24,questionnaire-8v2c,,33107939,BLIND,9804421,,complete,juxbpv,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1543x732,1536x726,,,0,welcomeAndConsent,13,AB,1,,,,,5,,BEGIN,,,,,
2,1700589385736,21/11/2023 17:56:25,1700564185736,-7,21/11/2023 03:56:25,132936,24,questionnaire-8v2c,,33107939,BLIND,9804421,,complete,juxbpv,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1543x732,1536x726,,,0,welcomeAndConsent,13,AB,1,Page 1,4txcqs,1,What is your age?,response,value,40,,,Number Entry,3,object-4
3,1700589385736,21/11/2023 17:56:25,1700564185736,-7,21/11/2023 03:56:25,132936,24,questionnaire-8v2c,,33107939,BLIND,9804421,,complete,juxbpv,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1543x732,1536x726,,,0,welcomeAndConsent,13,AB,1,Page 1,4txcqs,1,What is your gender?,response,value,Male,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1700589385736,21/11/2023 17:56:25,1700564185736,-7,21/11/2023 03:56:25,132936,24,questionnaire-8v2c,,33107939,BLIND,9804421,,complete,juxbpv,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1543x732,1536x726,,,0,welcomeAndConsent,13,AB,1,Page 1,4txcqs,1,What is your gender?,response,quantised,1,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1700589385736,21/11/2023 17:56:25,1700564185736,-7,21/11/2023 03:56:25,132936,24,questionnaire-8v2c,,33107939,BLIND,9804421,,complete,juxbpv,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1543x732,1536x726,,,0,welcomeAndConsent,13,AB,1,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1700589385737,21/11/2023 17:56:25,1700564185737,-7,21/11/2023 03:56:25,132936,24,questionnaire-8v2c,,33107939,BLIND,9804421,,complete,juxbpv,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1543x732,1536x726,,,0,welcomeAndConsent,13,AB,1,,,,,5,,END,,,,,
1,1700589932788,21/11/2023 18:05:32,1700568332788,-6,21/11/2023 06:05:32,132936,24,questionnaire-8v2c,,33108445,BLIND,9804579,,complete,xyyntz,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,2048x1152,2048x1003,,,0,welcomeAndConsent,13,BA,2,,,,,5,,BEGIN,,,,,
2,1700589944338,21/11/2023 18:05:44,1700568344338,-6,21/11/2023 06:05:44,132936,24,questionnaire-8v2c,,33108445,BLIND,9804579,,complete,xyyntz,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,2048x1152,2048x1003,,,0,welcomeAndConsent,13,BA,2,Page 1,4txcqs,1,What is your age?,response,value,38,,,Number Entry,3,object-4
3,1700589944338,21/11/2023 18:05:44,1700568344338,-6,21/11/2023 06:05:44,132936,24,questionnaire-8v2c,,33108445,BLIND,9804579,,complete,xyyntz,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,2048x1152,2048x1003,,,0,welcomeAndConsent,13,BA,2,Page 1,4txcqs,1,What is your gender?,response,value,Male,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1700589944338,21/11/2023 18:05:44,1700568344338,-6,21/11/2023 06:05:44,132936,24,questionnaire-8v2c,,33108445,BLIND,9804579,,complete,xyyntz,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,2048x1152,2048x1003,,,0,welcomeAndConsent,13,BA,2,Page 1,4txcqs,1,What is your gender?,response,quantised,1,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1700589944338,21/11/2023 18:05:44,1700568344338,-6,21/11/2023 06:05:44,132936,24,questionnaire-8v2c,,33108445,BLIND,9804579,,complete,xyyntz,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,2048x1152,2048x1003,,,0,welcomeAndConsent,13,BA,2,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1700589944339,21/11/2023 18:05:44,1700568344339,-6,21/11/2023 06:05:44,132936,24,questionnaire-8v2c,,33108445,BLIND,9804579,,complete,xyyntz,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,2048x1152,2048x1003,,,0,welcomeAndConsent,13,BA,2,,,,,5,,END,,,,,
1,1700591969117,21/11/2023 18:39:29,1700573969117,-5,21/11/2023 08:39:29,132936,24,questionnaire-8v2c,,33109151,BLIND,9804926,,complete,ekkkzg,,computer,Desktop or Laptop,Windows 10,Opera 104.0.0.0,1920x1080,1918x956,,,0,welcomeAndConsent,13,AB,2,,,,,5,,BEGIN,,,,,
2,1700592002188,21/11/2023 18:40:02,1700574002188,-5,21/11/2023 08:40:02,132936,24,questionnaire-8v2c,,33109151,BLIND,9804926,,complete,ekkkzg,,computer,Desktop or Laptop,Windows 10,Opera 104.0.0.0,1920x1080,1918x956,,,0,welcomeAndConsent,13,AB,2,Page 1,4txcqs,1,What is your age?,response,value,36,,,Number Entry,3,object-4
3,1700592002188,21/11/2023 18:40:02,1700574002188,-5,21/11/2023 08:40:02,132936,24,questionnaire-8v2c,,33109151,BLIND,9804926,,complete,ekkkzg,,computer,Desktop or Laptop,Windows 10,Opera 104.0.0.0,1920x1080,1918x956,,,0,welcomeAndConsent,13,AB,2,Page 1,4txcqs,1,What is your gender?,response,value,Male,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1700592002188,21/11/2023 18:40:02,1700574002188,-5,21/11/2023 08:40:02,132936,24,questionnaire-8v2c,,33109151,BLIND,9804926,,complete,ekkkzg,,computer,Desktop or Laptop,Windows 10,Opera 104.0.0.0,1920x1080,1918x956,,,0,welcomeAndConsent,13,AB,2,Page 1,4txcqs,1,What is your gender?,response,quantised,1,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1700592002188,21/11/2023 18:40:02,1700574002188,-5,21/11/2023 08:40:02,132936,24,questionnaire-8v2c,,33109151,BLIND,9804926,,complete,ekkkzg,,computer,Desktop or Laptop,Windows 10,Opera 104.0.0.0,1920x1080,1918x956,,,0,welcomeAndConsent,13,AB,2,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1700592002188,21/11/2023 18:40:02,1700574002188,-5,21/11/2023 08:40:02,132936,24,questionnaire-8v2c,,33109151,BLIND,9804926,,complete,ekkkzg,,computer,Desktop or Laptop,Windows 10,Opera 104.0.0.0,1920x1080,1918x956,,,0,welcomeAndConsent,13,AB,2,,,,,5,,END,,,,,
1,1700597375100,21/11/2023 20:09:35,1700575775100,-6,21/11/2023 08:09:35,132936,24,questionnaire-8v2c,,33111163,BLIND,9805587,,complete,bhjtzk,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1538x758,1536x750,,,0,welcomeAndConsent,13,BA,1,,,,,5,,BEGIN,,,,,
2,1700597391418,21/11/2023 20:09:51,1700575791418,-6,21/11/2023 08:09:51,132936,24,questionnaire-8v2c,,33111163,BLIND,9805587,,complete,bhjtzk,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1538x758,1536x750,,,0,welcomeAndConsent,13,BA,1,Page 1,4txcqs,1,What is your age?,response,value,43,,,Number Entry,3,object-4
3,1700597391418,21/11/2023 20:09:51,1700575791418,-6,21/11/2023 08:09:51,132936,24,questionnaire-8v2c,,33111163,BLIND,9805587,,complete,bhjtzk,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1538x758,1536x750,,,0,welcomeAndConsent,13,BA,1,Page 1,4txcqs,1,What is your gender?,response,value,Female,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1700597391419,21/11/2023 20:09:51,1700575791419,-6,21/11/2023 08:09:51,132936,24,questionnaire-8v2c,,33111163,BLIND,9805587,,complete,bhjtzk,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1538x758,1536x750,,,0,welcomeAndConsent,13,BA,1,Page 1,4txcqs,1,What is your gender?,response,quantised,2,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1700597391419,21/11/2023 20:09:51,1700575791419,-6,21/11/2023 08:09:51,132936,24,questionnaire-8v2c,,33111163,BLIND,9805587,,complete,bhjtzk,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1538x758,1536x750,,,0,welcomeAndConsent,13,BA,1,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1700597391419,21/11/2023 20:09:51,1700575791419,-6,21/11/2023 08:09:51,132936,24,questionnaire-8v2c,,33111163,BLIND,9805587,,complete,bhjtzk,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1538x758,1536x750,,,0,welcomeAndConsent,13,BA,1,,,,,5,,END,,,,,
1,1700665014336,22/11/2023 14:56:54,1700650614336,-4,22/11/2023 06:56:54,132936,24,questionnaire-8v2c,,33129503,BLIND,9810928,,complete,fbbvin,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,796x723,,,0,welcomeAndConsent,13,AB,2,,,,,5,,BEGIN,,,,,
2,1700665071632,22/11/2023 14:57:51,1700650671632,-4,22/11/2023 06:57:51,132936,24,questionnaire-8v2c,,33129503,BLIND,9810928,,complete,fbbvin,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,796x723,,,0,welcomeAndConsent,13,AB,2,Page 1,4txcqs,1,What is your age?,response,value,23,,,Number Entry,3,object-4
3,1700665071633,22/11/2023 14:57:51,1700650671633,-4,22/11/2023 06:57:51,132936,24,questionnaire-8v2c,,33129503,BLIND,9810928,,complete,fbbvin,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,796x723,,,0,welcomeAndConsent,13,AB,2,Page 1,4txcqs,1,What is your gender?,response,value,Female,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1700665071633,22/11/2023 14:57:51,1700650671633,-4,22/11/2023 06:57:51,132936,24,questionnaire-8v2c,,33129503,BLIND,9810928,,complete,fbbvin,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,796x723,,,0,welcomeAndConsent,13,AB,2,Page 1,4txcqs,1,What is your gender?,response,quantised,2,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1700665071633,22/11/2023 14:57:51,1700650671633,-4,22/11/2023 06:57:51,132936,24,questionnaire-8v2c,,33129503,BLIND,9810928,,complete,fbbvin,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,796x723,,,0,welcomeAndConsent,13,AB,2,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1700665071634,22/11/2023 14:57:51,1700650671634,-4,22/11/2023 06:57:51,132936,24,questionnaire-8v2c,,33129503,BLIND,9810928,,complete,fbbvin,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,796x723,,,0,welcomeAndConsent,13,AB,2,,,,,5,,END,,,,,
END OF FILE
