Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-czhu,order-m1q4,Randomise questionnaire elements?,Question Key,Response
11,1706885292681,02/02/2024 14:48:12,1706885293172,-7,02/02/2024 07:48:13,163181,2,questionnaire-7spi,,34735664,BLIND,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,BFI10,1,A_1PatAnx_2AlexNorm,AB,No,openness_rating,Low
12,1706885292681,02/02/2024 14:48:12,1706885293172,-7,02/02/2024 07:48:13,163181,2,questionnaire-7spi,,34735664,BLIND,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,BFI10,1,A_1PatAnx_2AlexNorm,AB,No,response-1,7. Agree Strongly
13,1706885292681,02/02/2024 14:48:12,1706885293172,-7,02/02/2024 07:48:13,163181,2,questionnaire-7spi,,34735664,BLIND,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,BFI10,1,A_1PatAnx_2AlexNorm,AB,No,response-1-quantised,7
14,1706885292681,02/02/2024 14:48:12,1706885293172,-7,02/02/2024 07:48:13,163181,2,questionnaire-7spi,,34735664,BLIND,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,BFI10,1,A_1PatAnx_2AlexNorm,AB,No,response-2,1. Disagree strongly
15,1706885292681,02/02/2024 14:48:12,1706885293173,-7,02/02/2024 07:48:13,163181,2,questionnaire-7spi,,34735664,BLIND,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,BFI10,1,A_1PatAnx_2AlexNorm,AB,No,response-2-quantised,1
16,1706885292681,02/02/2024 14:48:12,1706885293173,-7,02/02/2024 07:48:13,163181,2,questionnaire-7spi,,34735664,BLIND,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,BFI10,1,A_1PatAnx_2AlexNorm,AB,No,response-3,7. Agree Strongly
17,1706885292681,02/02/2024 14:48:12,1706885293173,-7,02/02/2024 07:48:13,163181,2,questionnaire-7spi,,34735664,BLIND,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,BFI10,1,A_1PatAnx_2AlexNorm,AB,No,response-3-quantised,7
18,1706885292681,02/02/2024 14:48:12,1706885293173,-7,02/02/2024 07:48:13,163181,2,questionnaire-7spi,,34735664,BLIND,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,BFI10,1,A_1PatAnx_2AlexNorm,AB,No,response-4,1. Disagree strongly
19,1706885292681,02/02/2024 14:48:12,1706885293173,-7,02/02/2024 07:48:13,163181,2,questionnaire-7spi,,34735664,BLIND,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,BFI10,1,A_1PatAnx_2AlexNorm,AB,No,response-4-quantised,1
20,1706885292681,02/02/2024 14:48:12,1706885293173,-7,02/02/2024 07:48:13,163181,2,questionnaire-7spi,,34735664,BLIND,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,BFI10,1,A_1PatAnx_2AlexNorm,AB,No,response-5,7. Agree Strongly
21,1706885292681,02/02/2024 14:48:12,1706885293173,-7,02/02/2024 07:48:13,163181,2,questionnaire-7spi,,34735664,BLIND,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,BFI10,1,A_1PatAnx_2AlexNorm,AB,No,response-5-quantised,7
22,1706885292681,02/02/2024 14:48:12,1706885293173,-7,02/02/2024 07:48:13,163181,2,questionnaire-7spi,,34735664,BLIND,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,BFI10,1,A_1PatAnx_2AlexNorm,AB,No,response-6,1. Disagree strongly
23,1706885292878,02/02/2024 14:48:12,1706885293173,-7,02/02/2024 07:48:13,163181,2,questionnaire-7spi,,34735664,BLIND,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,BFI10,1,A_1PatAnx_2AlexNorm,AB,No,response-6-quantised,1
24,1706885292878,02/02/2024 14:48:12,1706885293173,-7,02/02/2024 07:48:13,163181,2,questionnaire-7spi,,34735664,BLIND,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,BFI10,1,A_1PatAnx_2AlexNorm,AB,No,response-7,7. Agree Strongly
25,1706885292878,02/02/2024 14:48:12,1706885293173,-7,02/02/2024 07:48:13,163181,2,questionnaire-7spi,,34735664,BLIND,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,BFI10,1,A_1PatAnx_2AlexNorm,AB,No,response-7-quantised,7
26,1706885292878,02/02/2024 14:48:12,1706885293173,-7,02/02/2024 07:48:13,163181,2,questionnaire-7spi,,34735664,BLIND,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,BFI10,1,A_1PatAnx_2AlexNorm,AB,No,response-8,1. Disagree strongly
27,1706885292878,02/02/2024 14:48:12,1706885293173,-7,02/02/2024 07:48:13,163181,2,questionnaire-7spi,,34735664,BLIND,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,BFI10,1,A_1PatAnx_2AlexNorm,AB,No,response-8-quantised,1
28,1706885292878,02/02/2024 14:48:12,1706885293173,-7,02/02/2024 07:48:13,163181,2,questionnaire-7spi,,34735664,BLIND,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,BFI10,1,A_1PatAnx_2AlexNorm,AB,No,response-9,7. Agree Strongly
29,1706885292878,02/02/2024 14:48:12,1706885293174,-7,02/02/2024 07:48:13,163181,2,questionnaire-7spi,,34735664,BLIND,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,BFI10,1,A_1PatAnx_2AlexNorm,AB,No,response-9-quantised,7
30,1706885292878,02/02/2024 14:48:12,1706885293174,-7,02/02/2024 07:48:13,163181,2,questionnaire-7spi,,34735664,BLIND,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,BFI10,1,A_1PatAnx_2AlexNorm,AB,No,response-10,1. Disagree strongly
31,1706885292878,02/02/2024 14:48:12,1706885293174,-7,02/02/2024 07:48:13,163181,2,questionnaire-7spi,,34735664,BLIND,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,BFI10,1,A_1PatAnx_2AlexNorm,AB,No,response-10-quantised,1
32,1706885292878,02/02/2024 14:48:12,1706885293174,-7,02/02/2024 07:48:13,163181,2,questionnaire-7spi,,34735664,BLIND,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,BFI10,1,A_1PatAnx_2AlexNorm,AB,No,END QUESTIONNAIRE,32457
1,1706884857041,02/02/2024 14:40:57,1706884857642,-6,02/02/2024 08:40:57,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,BEGIN QUESTIONNAIRE,
2,1706884880978,02/02/2024 14:41:20,1706884881594,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,extroversion_score,4
3,1706884881150,02/02/2024 14:41:21,1706884881595,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,extroversion_rating,Medium Low
4,1706884881150,02/02/2024 14:41:21,1706884881595,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,agreeableness_score,4
5,1706884881150,02/02/2024 14:41:21,1706884881595,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,agreeableness_rating,Low
6,1706884881150,02/02/2024 14:41:21,1706884881595,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,conscientiousness_score,4
7,1706884881150,02/02/2024 14:41:21,1706884881595,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,conscientiousness_rating,Low
8,1706884881150,02/02/2024 14:41:21,1706884881595,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,emotional_stability_score,4
9,1706884881150,02/02/2024 14:41:21,1706884881595,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,emotional_stability_rating,Medium Low
10,1706884881150,02/02/2024 14:41:21,1706884881595,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,openness_score,4
11,1706884881150,02/02/2024 14:41:21,1706884881595,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,openness_rating,Low
12,1706884881150,02/02/2024 14:41:21,1706884881595,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,response-1,3. Disagree a little
13,1706884881150,02/02/2024 14:41:21,1706884881595,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,response-1-quantised,3
14,1706884881150,02/02/2024 14:41:21,1706884881595,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,response-2,4. Neither agree nor disagree
15,1706884881150,02/02/2024 14:41:21,1706884881596,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,response-2-quantised,4
16,1706884881150,02/02/2024 14:41:21,1706884881596,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,response-3,5. Agree a little
17,1706884881150,02/02/2024 14:41:21,1706884881596,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,response-3-quantised,5
18,1706884881150,02/02/2024 14:41:21,1706884881596,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,response-4,2. Disagree moderately
19,1706884881150,02/02/2024 14:41:21,1706884881596,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,response-4-quantised,2
20,1706884881150,02/02/2024 14:41:21,1706884881596,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,response-5,4. Neither agree nor disagree
21,1706884881150,02/02/2024 14:41:21,1706884881596,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,response-5-quantised,4
22,1706884881150,02/02/2024 14:41:21,1706884881596,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,response-6,6. Agree moderately
23,1706884881307,02/02/2024 14:41:21,1706884881596,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,response-6-quantised,6
24,1706884881307,02/02/2024 14:41:21,1706884881596,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,response-7,5. Agree a little
25,1706884881307,02/02/2024 14:41:21,1706884881596,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,response-7-quantised,5
26,1706884881307,02/02/2024 14:41:21,1706884881596,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,response-8,7. Agree Strongly
27,1706884881307,02/02/2024 14:41:21,1706884881596,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,response-8-quantised,7
28,1706884881307,02/02/2024 14:41:21,1706884881596,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,response-9,7. Agree Strongly
29,1706884881307,02/02/2024 14:41:21,1706884881596,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,response-9-quantised,7
30,1706884881307,02/02/2024 14:41:21,1706884881596,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,response-10,7. Agree Strongly
31,1706884881307,02/02/2024 14:41:21,1706884881597,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,response-10-quantised,7
32,1706884881307,02/02/2024 14:41:21,1706884881597,-6,02/02/2024 08:41:21,163181,2,questionnaire-7spi,,34735307,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,BFI10,1,A_2AlexNorm_1PatAnx,AB,No,END QUESTIONNAIRE,23955
1,1706885052921,02/02/2024 14:44:12,1706885054103,-8,02/02/2024 06:44:14,163181,2,questionnaire-7spi,,34735496,BLIND,10269286,,complete,szpyrr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1393x954,,,,BFI10,1,B_1AlexAnx_2PatNorm,AB,No,BEGIN QUESTIONNAIRE,
2,1706885076792,02/02/2024 14:44:36,1706885077893,-8,02/02/2024 06:44:37,163181,2,questionnaire-7spi,,34735496,BLIND,10269286,,complete,szpyrr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1376x954,,,,BFI10,1,B_1AlexAnx_2PatNorm,AB,No,extroversion_score,4
3,1706885076976,02/02/2024 14:44:36,1706885077894,-8,02/02/2024 06:44:37,163181,2,questionnaire-7spi,,34735496,BLIND,10269286,,complete,szpyrr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1376x954,,,,BFI10,1,B_1AlexAnx_2PatNorm,AB,No,extroversion_rating,Medium Low
4,1706885076976,02/02/2024 14:44:36,1706885077894,-8,02/02/2024 06:44:37,163181,2,questionnaire-7spi,,34735496,BLIND,10269286,,complete,szpyrr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1376x954,,,,BFI10,1,B_1AlexAnx_2PatNorm,AB,No,agreeableness_score,4
5,1706885076976,02/02/2024 14:44:36,1706885077894,-8,02/02/2024 06:44:37,163181,2,questionnaire-7spi,,34735496,BLIND,10269286,,complete,szpyrr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1376x954,,,,BFI10,1,B_1AlexAnx_2PatNorm,AB,No,agreeableness_rating,Low
6,1706885076976,02/02/2024 14:44:36,1706885077894,-8,02/02/2024 06:44:37,163181,2,questionnaire-7spi,,34735496,BLIND,10269286,,complete,szpyrr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1376x954,,,,BFI10,1,B_1AlexAnx_2PatNorm,AB,No,conscientiousness_score,4
7,1706885076976,02/02/2024 14:44:36,1706885077894,-8,02/02/2024 06:44:37,163181,2,questionnaire-7spi,,34735496,BLIND,10269286,,complete,szpyrr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1376x954,,,,BFI10,1,B_1AlexAnx_2PatNorm,AB,No,conscientiousness_rating,Low
8,1706885076976,02/02/2024 14:44:36,1706885077894,-8,02/02/2024 06:44:37,163181,2,questionnaire-7spi,,34735496,BLIND,10269286,,complete,szpyrr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1376x954,,,,BFI10,1,B_1AlexAnx_2PatNorm,AB,No,emotional_stability_score,4
9,1706885076976,02/02/2024 14:44:36,1706885077894,-8,02/02/2024 06:44:37,163181,2,questionnaire-7spi,,34735496,BLIND,10269286,,complete,szpyrr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1376x954,,,,BFI10,1,B_1AlexAnx_2PatNorm,AB,No,emotional_stability_rating,Medium Low
10,1706885076976,02/02/2024 14:44:36,1706885077894,-8,02/02/2024 06:44:37,163181,2,questionnaire-7spi,,34735496,BLIND,10269286,,complete,szpyrr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1376x954,,,,BFI10,1,B_1AlexAnx_2PatNorm,AB,No,openness_score,4
11,1706885076976,02/02/2024 14:44:36,1706885077894,-8,02/02/2024 06:44:37,163181,2,questionnaire-7spi,,34735496,BLIND,10269286,,complete,szpyrr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1376x954,,,,BFI10,1,B_1AlexAnx_2PatNorm,AB,No,openness_rating,Low
12,1706885076976,02/02/2024 14:44:36,1706885077894,-8,02/02/2024 06:44:37,163181,2,questionnaire-7spi,,34735496,BLIND,10269286,,complete,szpyrr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1376x954,,,,BFI10,1,B_1AlexAnx_2PatNorm,AB,No,response-1,6. Agree moderately
13,1706885076976,02/02/2024 14:44:36,1706885077894,-8,02/02/2024 06:44:37,163181,2,questionnaire-7spi,,34735496,BLIND,10269286,,complete,szpyrr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1376x954,,,,BFI10,1,B_1AlexAnx_2PatNorm,AB,No,response-1-quantised,6
14,1706885076976,02/02/2024 14:44:36,1706885077894,-8,02/02/2024 06:44:37,163181,2,questionnaire-7spi,,34735496,BLIND,10269286,,complete,szpyrr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1376x954,,,,BFI10,1,B_1AlexAnx_2PatNorm,AB,No,response-2,2. Disagree moderately
15,1706885076976,02/02/2024 14:44:36,1706885077894,-8,02/02/2024 06:44:37,163181,2,questionnaire-7spi,,34735496,BLIND,10269286,,complete,szpyrr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1376x954,,,,BFI10,1,B_1AlexAnx_2PatNorm,AB,No,response-2-quantised,2
16,1706885076976,02/02/2024 14:44:36,1706885077894,-8,02/02/2024 06:44:37,163181,2,questionnaire-7spi,,34735496,BLIND,10269286,,complete,szpyrr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1376x954,,,,BFI10,1,B_1AlexAnx_2PatNorm,AB,No,response-3,6. Agree moderately
