Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-czhu,order-m1q4,Randomise questionnaire elements?,Question Key,Response
12,1706884633074,02/02/2024 14:37:13,1706884633570,-6,02/02/2024 08:37:13,163181,2,questionnaire-6eoj,,34734997,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,AB,No,distant-pat,Strongly Agree
13,1706884633074,02/02/2024 14:37:13,1706884633570,-6,02/02/2024 08:37:13,163181,2,questionnaire-6eoj,,34734997,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,AB,No,distant-pat-quantised,5
14,1706884633074,02/02/2024 14:37:13,1706884633570,-6,02/02/2024 08:37:13,163181,2,questionnaire-6eoj,,34734997,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,AB,No,understood-alex,Agree
15,1706884633074,02/02/2024 14:37:13,1706884633570,-6,02/02/2024 08:37:13,163181,2,questionnaire-6eoj,,34734997,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,AB,No,understood-alex-quantised,4
16,1706884633074,02/02/2024 14:37:13,1706884633570,-6,02/02/2024 08:37:13,163181,2,questionnaire-6eoj,,34734997,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,AB,No,understood-pat,Neutral
17,1706884633074,02/02/2024 14:37:13,1706884633570,-6,02/02/2024 08:37:13,163181,2,questionnaire-6eoj,,34734997,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,AB,No,understood-pat-quantised,3
18,1706884633074,02/02/2024 14:37:13,1706884633570,-6,02/02/2024 08:37:13,163181,2,questionnaire-6eoj,,34734997,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,AB,No,different-alex,Disagree
19,1706884633074,02/02/2024 14:37:13,1706884633571,-6,02/02/2024 08:37:13,163181,2,questionnaire-6eoj,,34734997,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,AB,No,different-alex-quantised,2
20,1706884633074,02/02/2024 14:37:13,1706884633571,-6,02/02/2024 08:37:13,163181,2,questionnaire-6eoj,,34734997,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,AB,No,different-pat,Neutral
21,1706884633074,02/02/2024 14:37:13,1706884633571,-6,02/02/2024 08:37:13,163181,2,questionnaire-6eoj,,34734997,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,AB,No,different-pat-quantised,3
22,1706884633074,02/02/2024 14:37:13,1706884633571,-6,02/02/2024 08:37:13,163181,2,questionnaire-6eoj,,34734997,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,AB,No,chat-again-alex,Strongly Agree
23,1706884633188,02/02/2024 14:37:13,1706884633571,-6,02/02/2024 08:37:13,163181,2,questionnaire-6eoj,,34734997,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,AB,No,chat-again-alex-quantised,5
24,1706884633188,02/02/2024 14:37:13,1706884633571,-6,02/02/2024 08:37:13,163181,2,questionnaire-6eoj,,34734997,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,AB,No,chat-again-pat,Strongly Disagree
25,1706884633188,02/02/2024 14:37:13,1706884633571,-6,02/02/2024 08:37:13,163181,2,questionnaire-6eoj,,34734997,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,AB,No,chat-again-pat-quantised,1
26,1706884633188,02/02/2024 14:37:13,1706884633571,-6,02/02/2024 08:37:13,163181,2,questionnaire-6eoj,,34734997,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,AB,No,response-1-1,Alex
27,1706884633188,02/02/2024 14:37:13,1706884633571,-6,02/02/2024 08:37:13,163181,2,questionnaire-6eoj,,34734997,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,AB,No,response-1-2,Pat
28,1706884633188,02/02/2024 14:37:13,1706884633571,-6,02/02/2024 08:37:13,163181,2,questionnaire-6eoj,,34734997,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,AB,No,response-2,He was in a good mood and seemed like he wanted to chat.
29,1706884633188,02/02/2024 14:37:13,1706884633571,-6,02/02/2024 08:37:13,163181,2,questionnaire-6eoj,,34734997,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,AB,No,response-3,"He was boring, didn't seem like he wanted to do anything to change his situation, hard to keep a conversation with"
30,1706884633188,02/02/2024 14:37:13,1706884633571,-6,02/02/2024 08:37:13,163181,2,questionnaire-6eoj,,34734997,BLIND,10269277,,complete,agzipv,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x703,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,AB,No,END QUESTIONNAIRE,70049
1,1706884741289,02/02/2024 14:39:01,1706884739899,-6,02/02/2024 08:38:59,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1920x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,BEGIN QUESTIONNAIRE,
2,1706884885092,02/02/2024 14:41:25,1706884883772,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,similar-alex,Agree
3,1706884885246,02/02/2024 14:41:25,1706884883774,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,similar-alex-quantised,4
4,1706884885246,02/02/2024 14:41:25,1706884883774,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,similar-pat,Agree
5,1706884885246,02/02/2024 14:41:25,1706884883774,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,similar-pat-quantised,4
6,1706884885246,02/02/2024 14:41:25,1706884883774,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,enjoy-alex,Agree
7,1706884885246,02/02/2024 14:41:25,1706884883774,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,enjoy-alex-quantised,4
8,1706884885246,02/02/2024 14:41:25,1706884883774,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,enjoy-pat,Agree
9,1706884885246,02/02/2024 14:41:25,1706884883775,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,enjoy-pat-quantised,4
10,1706884885246,02/02/2024 14:41:25,1706884883775,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,distant-alex,Disagree
11,1706884885246,02/02/2024 14:41:25,1706884883775,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,distant-alex-quantised,2
12,1706884885246,02/02/2024 14:41:25,1706884883775,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,distant-pat,Disagree
13,1706884885246,02/02/2024 14:41:25,1706884883775,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,distant-pat-quantised,2
14,1706884885246,02/02/2024 14:41:25,1706884883775,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,understood-alex,Agree
15,1706884885246,02/02/2024 14:41:25,1706884883775,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,understood-alex-quantised,4
16,1706884885246,02/02/2024 14:41:25,1706884883775,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,understood-pat,Agree
17,1706884885246,02/02/2024 14:41:25,1706884883775,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,understood-pat-quantised,4
18,1706884885246,02/02/2024 14:41:25,1706884883775,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,different-alex,Disagree
19,1706884885246,02/02/2024 14:41:25,1706884883775,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,different-alex-quantised,2
20,1706884885246,02/02/2024 14:41:25,1706884883776,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,different-pat,Disagree
21,1706884885246,02/02/2024 14:41:25,1706884883776,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,different-pat-quantised,2
22,1706884885246,02/02/2024 14:41:25,1706884883776,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,chat-again-alex,Agree
23,1706884885392,02/02/2024 14:41:25,1706884883776,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,chat-again-alex-quantised,4
24,1706884885392,02/02/2024 14:41:25,1706884883776,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,chat-again-pat,Neutral
25,1706884885392,02/02/2024 14:41:25,1706884883776,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,chat-again-pat-quantised,3
26,1706884885392,02/02/2024 14:41:25,1706884883776,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,response-1-1,Alex
27,1706884885392,02/02/2024 14:41:25,1706884883776,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,response-1-2,Pat
28,1706884885392,02/02/2024 14:41:25,1706884883776,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,response-2,"Alex and I just seemed to have more in common, and the conversation seemed to flow more easily with Alex. We seemed to have similar ways of looking at things."
29,1706884885392,02/02/2024 14:41:25,1706884883776,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,response-3,"I also enjoyed chatting with Pat, but the conversation was a bit more difficult since Pat was clearly struggling with some things and did not have as positive of an outlook on things. I empathize with someone who is struggling or doing through a difficult time, and I would not reject another opportunity to talk with Pat, but even when I tried to change the conversation to distract Pat, it didn't seem to really work. The conversation felt a bit more effortful."
30,1706884885392,02/02/2024 14:41:25,1706884883776,-6,02/02/2024 08:41:23,163181,2,questionnaire-6eoj,,34735195,BLIND,10269319,,complete,dovnxr,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1920x1080,1903x927,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,END QUESTIONNAIRE,143877
1,1706885170012,02/02/2024 14:46:10,1706885170702,-6,02/02/2024 08:46:10,163181,2,questionnaire-6eoj,,34735589,BLIND,10269440,,complete,yuyivh,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1885x928,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,BEGIN QUESTIONNAIRE,
2,1706885378492,02/02/2024 14:49:38,1706885378852,-6,02/02/2024 08:49:38,163181,2,questionnaire-6eoj,,34735589,BLIND,10269440,,complete,yuyivh,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1868x928,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,similar-alex,Strongly Agree
3,1706885378661,02/02/2024 14:49:38,1706885378855,-6,02/02/2024 08:49:38,163181,2,questionnaire-6eoj,,34735589,BLIND,10269440,,complete,yuyivh,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1868x928,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,similar-alex-quantised,5
4,1706885378661,02/02/2024 14:49:38,1706885378855,-6,02/02/2024 08:49:38,163181,2,questionnaire-6eoj,,34735589,BLIND,10269440,,complete,yuyivh,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1868x928,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,similar-pat,Disagree
5,1706885378661,02/02/2024 14:49:38,1706885378855,-6,02/02/2024 08:49:38,163181,2,questionnaire-6eoj,,34735589,BLIND,10269440,,complete,yuyivh,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1868x928,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,similar-pat-quantised,2
6,1706885378661,02/02/2024 14:49:38,1706885378855,-6,02/02/2024 08:49:38,163181,2,questionnaire-6eoj,,34735589,BLIND,10269440,,complete,yuyivh,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1868x928,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,enjoy-alex,Agree
7,1706885378661,02/02/2024 14:49:38,1706885378855,-6,02/02/2024 08:49:38,163181,2,questionnaire-6eoj,,34735589,BLIND,10269440,,complete,yuyivh,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1868x928,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,enjoy-alex-quantised,4
8,1706885378661,02/02/2024 14:49:38,1706885378855,-6,02/02/2024 08:49:38,163181,2,questionnaire-6eoj,,34735589,BLIND,10269440,,complete,yuyivh,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1868x928,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,enjoy-pat,Neutral
9,1706885378661,02/02/2024 14:49:38,1706885378856,-6,02/02/2024 08:49:38,163181,2,questionnaire-6eoj,,34735589,BLIND,10269440,,complete,yuyivh,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1868x928,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,enjoy-pat-quantised,3
10,1706885378661,02/02/2024 14:49:38,1706885378856,-6,02/02/2024 08:49:38,163181,2,questionnaire-6eoj,,34735589,BLIND,10269440,,complete,yuyivh,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1868x928,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,distant-alex,Strongly Disagree
11,1706885378661,02/02/2024 14:49:38,1706885378856,-6,02/02/2024 08:49:38,163181,2,questionnaire-6eoj,,34735589,BLIND,10269440,,complete,yuyivh,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1868x928,,,,Overall Bot Questionnaire: Alex then Pat,1,A_2AlexNorm_1PatAnx,BA,No,distant-alex-quantised,1
