Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-czhu,order-m1q4,Randomise questionnaire elements?,Question Key,Response
14,1706885203082,02/02/2024 14:46:43,1706885202785,-7,02/02/2024 07:46:42,163181,2,questionnaire-eupm,,34735538,BLIND,10269413,,complete,hxtyjq,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1579x712,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,BA,No,understood-pat,Disagree
15,1706885203082,02/02/2024 14:46:43,1706885202785,-7,02/02/2024 07:46:42,163181,2,questionnaire-eupm,,34735538,BLIND,10269413,,complete,hxtyjq,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1579x712,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,BA,No,understood-pat-quantised,2
16,1706885203082,02/02/2024 14:46:43,1706885202785,-7,02/02/2024 07:46:42,163181,2,questionnaire-eupm,,34735538,BLIND,10269413,,complete,hxtyjq,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1579x712,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,BA,No,understood-alex,Agree
17,1706885203082,02/02/2024 14:46:43,1706885202785,-7,02/02/2024 07:46:42,163181,2,questionnaire-eupm,,34735538,BLIND,10269413,,complete,hxtyjq,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1579x712,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,BA,No,understood-alex-quantised,4
18,1706885203082,02/02/2024 14:46:43,1706885202785,-7,02/02/2024 07:46:42,163181,2,questionnaire-eupm,,34735538,BLIND,10269413,,complete,hxtyjq,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1579x712,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,BA,No,different-pat,Strongly Agree
19,1706885203082,02/02/2024 14:46:43,1706885202785,-7,02/02/2024 07:46:42,163181,2,questionnaire-eupm,,34735538,BLIND,10269413,,complete,hxtyjq,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1579x712,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,BA,No,different-pat-quantised,5
20,1706885203082,02/02/2024 14:46:43,1706885202786,-7,02/02/2024 07:46:42,163181,2,questionnaire-eupm,,34735538,BLIND,10269413,,complete,hxtyjq,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1579x712,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,BA,No,different-alex,Agree
21,1706885203082,02/02/2024 14:46:43,1706885202786,-7,02/02/2024 07:46:42,163181,2,questionnaire-eupm,,34735538,BLIND,10269413,,complete,hxtyjq,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1579x712,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,BA,No,different-alex-quantised,4
22,1706885203082,02/02/2024 14:46:43,1706885202786,-7,02/02/2024 07:46:42,163181,2,questionnaire-eupm,,34735538,BLIND,10269413,,complete,hxtyjq,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1579x712,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,BA,No,chat-again-pat,Strongly Disagree
23,1706885203257,02/02/2024 14:46:43,1706885202786,-7,02/02/2024 07:46:42,163181,2,questionnaire-eupm,,34735538,BLIND,10269413,,complete,hxtyjq,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1579x712,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,BA,No,chat-again-pat-quantised,1
24,1706885203257,02/02/2024 14:46:43,1706885202786,-7,02/02/2024 07:46:42,163181,2,questionnaire-eupm,,34735538,BLIND,10269413,,complete,hxtyjq,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1579x712,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,BA,No,chat-again-alex,Strongly Disagree
25,1706885203257,02/02/2024 14:46:43,1706885202786,-7,02/02/2024 07:46:42,163181,2,questionnaire-eupm,,34735538,BLIND,10269413,,complete,hxtyjq,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1579x712,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,BA,No,chat-again-alex-quantised,1
26,1706885203257,02/02/2024 14:46:43,1706885202787,-7,02/02/2024 07:46:42,163181,2,questionnaire-eupm,,34735538,BLIND,10269413,,complete,hxtyjq,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1579x712,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,BA,No,response-1-1,Alex
27,1706885203257,02/02/2024 14:46:43,1706885202787,-7,02/02/2024 07:46:42,163181,2,questionnaire-eupm,,34735538,BLIND,10269413,,complete,hxtyjq,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1579x712,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,BA,No,response-1-2,Pat
28,1706885203257,02/02/2024 14:46:43,1706885202788,-7,02/02/2024 07:46:42,163181,2,questionnaire-eupm,,34735538,BLIND,10269413,,complete,hxtyjq,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1579x712,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,BA,No,response-2,They were humble.
29,1706885203257,02/02/2024 14:46:43,1706885202788,-7,02/02/2024 07:46:42,163181,2,questionnaire-eupm,,34735538,BLIND,10269413,,complete,hxtyjq,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1579x712,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,BA,No,response-3,They didn't seem that intelligent.
30,1706885203257,02/02/2024 14:46:43,1706885202788,-7,02/02/2024 07:46:42,163181,2,questionnaire-eupm,,34735538,BLIND,10269413,,complete,hxtyjq,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1579x712,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,BA,No,END QUESTIONNAIRE,105033
1,1706885161853,02/02/2024 14:46:01,1706885161763,-6,02/02/2024 08:46:01,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,BEGIN QUESTIONNAIRE,
2,1706885267063,02/02/2024 14:47:47,1706885266995,-6,02/02/2024 08:47:46,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,similar-pat,Strongly Agree
3,1706885267195,02/02/2024 14:47:47,1706885266996,-6,02/02/2024 08:47:46,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,similar-pat-quantised,5
4,1706885267195,02/02/2024 14:47:47,1706885266997,-6,02/02/2024 08:47:46,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,similar-alex,Neutral
5,1706885267195,02/02/2024 14:47:47,1706885266997,-6,02/02/2024 08:47:46,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,similar-alex-quantised,3
6,1706885267195,02/02/2024 14:47:47,1706885266998,-6,02/02/2024 08:47:46,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,enjoy-pat,Strongly Agree
7,1706885267195,02/02/2024 14:47:47,1706885266998,-6,02/02/2024 08:47:46,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,enjoy-pat-quantised,5
8,1706885267195,02/02/2024 14:47:47,1706885266998,-6,02/02/2024 08:47:46,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,enjoy-alex,Agree
9,1706885267195,02/02/2024 14:47:47,1706885266998,-6,02/02/2024 08:47:46,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,enjoy-alex-quantised,4
10,1706885267195,02/02/2024 14:47:47,1706885266999,-6,02/02/2024 08:47:46,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,distant-pat,Strongly Disagree
11,1706885267195,02/02/2024 14:47:47,1706885266999,-6,02/02/2024 08:47:46,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,distant-pat-quantised,1
12,1706885267195,02/02/2024 14:47:47,1706885266999,-6,02/02/2024 08:47:46,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,distant-alex,Disagree
13,1706885267195,02/02/2024 14:47:47,1706885266999,-6,02/02/2024 08:47:46,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,distant-alex-quantised,2
14,1706885267195,02/02/2024 14:47:47,1706885266999,-6,02/02/2024 08:47:46,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,understood-pat,Strongly Agree
15,1706885267195,02/02/2024 14:47:47,1706885266999,-6,02/02/2024 08:47:46,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,understood-pat-quantised,5
16,1706885267195,02/02/2024 14:47:47,1706885266999,-6,02/02/2024 08:47:46,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,understood-alex,Neutral
17,1706885267195,02/02/2024 14:47:47,1706885267000,-6,02/02/2024 08:47:47,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,understood-alex-quantised,3
18,1706885267195,02/02/2024 14:47:47,1706885267000,-6,02/02/2024 08:47:47,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,different-pat,Strongly Disagree
19,1706885267195,02/02/2024 14:47:47,1706885267000,-6,02/02/2024 08:47:47,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,different-pat-quantised,1
20,1706885267195,02/02/2024 14:47:47,1706885267000,-6,02/02/2024 08:47:47,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,different-alex,Agree
21,1706885267195,02/02/2024 14:47:47,1706885267000,-6,02/02/2024 08:47:47,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,different-alex-quantised,4
22,1706885267195,02/02/2024 14:47:47,1706885267000,-6,02/02/2024 08:47:47,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,chat-again-pat,Strongly Agree
23,1706885267367,02/02/2024 14:47:47,1706885267001,-6,02/02/2024 08:47:47,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,chat-again-pat-quantised,5
24,1706885267367,02/02/2024 14:47:47,1706885267001,-6,02/02/2024 08:47:47,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,chat-again-alex,Agree
25,1706885267367,02/02/2024 14:47:47,1706885267001,-6,02/02/2024 08:47:47,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,chat-again-alex-quantised,4
26,1706885267367,02/02/2024 14:47:47,1706885267001,-6,02/02/2024 08:47:47,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,response-1-1,Alex
27,1706885267367,02/02/2024 14:47:47,1706885267001,-6,02/02/2024 08:47:47,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,response-1-2,Pat
28,1706885267367,02/02/2024 14:47:47,1706885267001,-6,02/02/2024 08:47:47,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,response-2,I like Alex better because the conversation was more positive and carefree. 
29,1706885267367,02/02/2024 14:47:47,1706885267001,-6,02/02/2024 08:47:47,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,response-3,Pat was needy and just kept repeating the same thing. 
30,1706885267367,02/02/2024 14:47:47,1706885267002,-6,02/02/2024 08:47:47,163181,2,questionnaire-eupm,,34735583,BLIND,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,END QUESTIONNAIRE,105239
1,1707430696382,08/02/2024 22:18:16,1707430712095,-5,08/02/2024 17:18:32,163181,2,questionnaire-eupm,,34949029,BLIND,10332599,,complete,vunyvs,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1536x864,1536x684,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,BEGIN QUESTIONNAIRE,
2,1707430831661,08/02/2024 22:20:31,1707430847445,-5,08/02/2024 17:20:47,163181,2,questionnaire-eupm,,34949029,BLIND,10332599,,complete,vunyvs,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1536x864,1519x684,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,similar-pat,Agree
3,1707430831905,08/02/2024 22:20:31,1707430847446,-5,08/02/2024 17:20:47,163181,2,questionnaire-eupm,,34949029,BLIND,10332599,,complete,vunyvs,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1536x864,1519x684,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,similar-pat-quantised,4
4,1707430831905,08/02/2024 22:20:31,1707430847446,-5,08/02/2024 17:20:47,163181,2,questionnaire-eupm,,34949029,BLIND,10332599,,complete,vunyvs,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1536x864,1519x684,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,similar-alex,Strongly Agree
5,1707430831905,08/02/2024 22:20:31,1707430847446,-5,08/02/2024 17:20:47,163181,2,questionnaire-eupm,,34949029,BLIND,10332599,,complete,vunyvs,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1536x864,1519x684,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,similar-alex-quantised,5
6,1707430831905,08/02/2024 22:20:31,1707430847446,-5,08/02/2024 17:20:47,163181,2,questionnaire-eupm,,34949029,BLIND,10332599,,complete,vunyvs,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1536x864,1519x684,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,enjoy-pat,Agree
7,1707430831905,08/02/2024 22:20:31,1707430847447,-5,08/02/2024 17:20:47,163181,2,questionnaire-eupm,,34949029,BLIND,10332599,,complete,vunyvs,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1536x864,1519x684,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,enjoy-pat-quantised,4
8,1707430831905,08/02/2024 22:20:31,1707430847447,-5,08/02/2024 17:20:47,163181,2,questionnaire-eupm,,34949029,BLIND,10332599,,complete,vunyvs,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1536x864,1519x684,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,enjoy-alex,Strongly Agree
9,1707430831905,08/02/2024 22:20:31,1707430847447,-5,08/02/2024 17:20:47,163181,2,questionnaire-eupm,,34949029,BLIND,10332599,,complete,vunyvs,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1536x864,1519x684,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,enjoy-alex-quantised,5
10,1707430831905,08/02/2024 22:20:31,1707430847447,-5,08/02/2024 17:20:47,163181,2,questionnaire-eupm,,34949029,BLIND,10332599,,complete,vunyvs,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1536x864,1519x684,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,distant-pat,Neutral
11,1707430831905,08/02/2024 22:20:31,1707430847447,-5,08/02/2024 17:20:47,163181,2,questionnaire-eupm,,34949029,BLIND,10332599,,complete,vunyvs,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1536x864,1519x684,,,,Overall Bot Questionnaire: Pat then Alex,1,B_2PatNorm_1AlexAnx,AB,No,distant-pat-quantised,3
