Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-czhu,order-m1q4,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet
3,1706886767326,02/02/2024 15:12:47,1706865167326,-6,02/02/2024 03:12:47,163181,2,task-tvu5,,34736358,BLIND,10269912,,complete,ylnero,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1366x768,1366x599,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,AB,chat2,1,chat2,Screen 1,xvlh72,2,timedOut,,900008.799999988,900002.9999999999,900008.799999988,900008.799999988,900002.9999999999,900008.799999988,1,900008.799999988,0,0,,Time Limit,screen,0,screen,chat2,
4,1706886776027,02/02/2024 15:12:56,1706865176027,-6,02/02/2024 03:12:56,163181,2,task-tvu5,,34736358,BLIND,10269912,,complete,ylnero,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1366x768,1366x599,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,AB,chat2,1,completionCode2,Screen 1,vdaeaw,1,response,1748,4912,8691.40000000014,8691.40000000014,4912,8691.40000000014,8691.40000000014,1,4912,3779.4000000001397,0,,Single Text Entry,Single Text Entry,1,object-84,completionCode2,
5,1706886776028,02/02/2024 15:12:56,1706865176028,-6,02/02/2024 03:12:56,163181,2,task-tvu5,,34736358,BLIND,10269912,,complete,ylnero,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1366x768,1366x599,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,AB,chat2,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1706886106389,02/02/2024 15:01:46,1706868106389,-5,02/02/2024 05:01:46,163181,2,task-tvu5,,34736707,BLIND,10270008,,complete,ypnxyp,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,BA,chat2,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1706886108684,02/02/2024 15:01:48,1706868108684,-5,02/02/2024 05:01:48,163181,2,task-tvu5,,34736707,BLIND,10270008,,complete,ypnxyp,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,BA,chat2,1,chat2,Screen 2,o6hbif,1,continue,,747386.4,747386.4,747386.4,747386.4,747386.4,747386.4,1,747386.4,0,0,,Click To Continue,Continue Button,2,object-67,chat2,
3,1706886863300,02/02/2024 15:14:23,1706868863300,-5,02/02/2024 05:14:23,163181,2,task-tvu5,,34736707,BLIND,10270008,,complete,ypnxyp,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,BA,chat2,1,chat2,Screen 1,xvlh72,2,continue,,754591.4,754591.4,754591.4,754591.4,754591.4,754591.4,1,754591.4,0,0,,Click To Continue,Completed button,2,object-74,chat2,
4,1706886866066,02/02/2024 15:14:26,1706868866066,-5,02/02/2024 05:14:26,163181,2,task-tvu5,,34736707,BLIND,10270008,,complete,ypnxyp,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,BA,chat2,1,completionCode2,Screen 1,vdaeaw,1,response,1436,2008,2774.1999999999534,2774.1999999999534,2008,2774.1999999999534,2774.1999999999534,1,2008,766.1999999999534,0,,Single Text Entry,Single Text Entry,1,object-84,completionCode2,
5,1706886866067,02/02/2024 15:14:26,1706868866067,-5,02/02/2024 05:14:26,163181,2,task-tvu5,,34736707,BLIND,10270008,,complete,ypnxyp,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,BA,chat2,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1706887537668,02/02/2024 15:25:37,1706869537668,-5,02/02/2024 05:25:37,163181,2,task-tvu5,,34739125,BLIND,10270474,,complete,mijwzc,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1366x768,1517x665,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,AB,chat2,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1706887573630,02/02/2024 15:26:13,1706869573630,-5,02/02/2024 05:26:13,163181,2,task-tvu5,,34739125,BLIND,10270474,,complete,mijwzc,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1366x768,1517x665,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,AB,chat2,1,chat2,Screen 2,o6hbif,1,continue,,35969.19999999995,35969.19999999995,35969.19999999995,35969.19999999995,35969.19999999995,35969.19999999995,1,35969.19999999995,0,0,,Click To Continue,Continue Button,2,object-67,chat2,
3,1706888311107,02/02/2024 15:38:31,1706870311107,-5,02/02/2024 05:38:31,163181,2,task-tvu5,,34739125,BLIND,10270474,,complete,mijwzc,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1366x768,1517x665,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,AB,chat2,1,chat2,Screen 1,xvlh72,2,continue,,737467.3,737467.3,737467.3,737467.3,737467.3,737467.3,1,737467.3,0,0,,Click To Continue,Completed button,2,object-74,chat2,
4,1706888316591,02/02/2024 15:38:36,1706870316591,-5,02/02/2024 05:38:36,163181,2,task-tvu5,,34739125,BLIND,10270474,,complete,mijwzc,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1366x768,1517x665,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,AB,chat2,1,completionCode2,Screen 1,vdaeaw,1,response,3411,3900.399999999907,5483.800000000047,5483.800000000047,3900.399999999907,5483.800000000047,5483.800000000047,1,3900.399999999907,1583.4000000001397,0,,Single Text Entry,Single Text Entry,1,object-84,completionCode2,
5,1706888316596,02/02/2024 15:38:36,1706870316596,-5,02/02/2024 05:38:36,163181,2,task-tvu5,,34739125,BLIND,10270474,,complete,mijwzc,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1366x768,1517x665,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,AB,chat2,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1707137392551,05/02/2024 12:49:52,1707112192551,-7,04/02/2024 22:49:52,163181,2,task-tvu5,,34807313,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x937,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,AB,chat2,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1707137395032,05/02/2024 12:49:55,1707112195032,-7,04/02/2024 22:49:55,163181,2,task-tvu5,,34807313,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x937,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,AB,chat2,1,chat2,Screen 2,o6hbif,1,continue,,2474.875,2474.875,2474.875,2474.875,2474.875,2474.875,1,2474.875,0,0,,Click To Continue,Continue Button,2,object-67,chat2,
3,1707138122199,05/02/2024 13:02:02,1707112922199,-7,04/02/2024 23:02:02,163181,2,task-tvu5,,34807313,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,944x916,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,AB,chat2,1,chat2,Screen 1,xvlh72,2,continue,,727146.2480000001,727146.2480000001,727146.2480000001,727146.2480000001,727146.2480000001,727146.2480000001,1,727146.2480000001,0,0,,Click To Continue,Completed button,2,object-74,chat2,
4,1707138750454,05/02/2024 13:12:30,1707113550454,-7,04/02/2024 23:12:30,163181,2,task-tvu5,,34807313,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,944x916,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,AB,chat2,1,completionCode2,Screen 1,vdaeaw,1,response,2368,625996.6629999997,628230.7080000001,628230.7080000001,625996.6629999997,628230.7080000001,628230.7080000001,1,625996.6629999997,2234.045000000391,0,,Single Text Entry,Single Text Entry,1,object-84,completionCode2,
5,1707138750459,05/02/2024 13:12:30,1707113550459,-7,04/02/2024 23:12:30,163181,2,task-tvu5,,34807313,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,944x916,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,AB,chat2,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1707302873889,07/02/2024 10:47:53,1707313673889,3,07/02/2024 16:47:53,163181,2,task-tvu5,,34878993,BLIND,10310934,,complete,ntefee,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,AB,chat2,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1707302882748,07/02/2024 10:48:02,1707313682748,3,07/02/2024 16:48:02,163181,2,task-tvu5,,34878993,BLIND,10310934,,complete,ntefee,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,AB,chat2,1,chat2,Screen 2,o6hbif,1,continue,,8860,8860,8860,8860,8860,8860,1,8860,0,0,,Click To Continue,Continue Button,2,object-67,chat2,
3,1707303653822,07/02/2024 11:00:53,1707314453822,3,07/02/2024 17:00:53,163181,2,task-tvu5,,34878993,BLIND,10310934,,complete,ntefee,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,AB,chat2,1,chat2,Screen 1,xvlh72,2,continue,,771067.1000000001,771067.1000000001,771067.1000000001,771067.1000000001,771067.1000000001,771067.1000000001,1,771067.1000000001,0,0,,Click To Continue,Completed button,2,object-74,chat2,
4,1707303661871,07/02/2024 11:01:01,1707314461871,3,07/02/2024 17:01:01,163181,2,task-tvu5,,34878993,BLIND,10310934,,complete,ntefee,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,AB,chat2,1,completionCode2,Screen 1,vdaeaw,1,response,1143,3988,8059,8059,3988,8059,8059,1,3988,4071,0,,Single Text Entry,Single Text Entry,1,object-84,completionCode2,
5,1707303661873,07/02/2024 11:01:01,1707314461873,3,07/02/2024 17:01:01,163181,2,task-tvu5,,34878993,BLIND,10310934,,complete,ntefee,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,AB,chat2,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1707335628210,07/02/2024 19:53:48,1707317628210,-5,07/02/2024 09:53:48,163181,2,task-tvu5,,34899636,BLIND,10318720,,complete,rvnkvw,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x615,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,BA,chat2,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1707335632072,07/02/2024 19:53:52,1707317632072,-5,07/02/2024 09:53:52,163181,2,task-tvu5,,34899636,BLIND,10318720,,complete,rvnkvw,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x615,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,BA,chat2,1,chat2,Screen 2,o6hbif,1,continue,,3848.6199999999953,3848.6199999999953,3848.6199999999953,3848.6199999999953,3848.6199999999953,3848.6199999999953,1,3848.6199999999953,0,0,,Click To Continue,Continue Button,2,object-67,chat2,
3,1707336439371,07/02/2024 20:07:19,1707318439371,-5,07/02/2024 10:07:19,163181,2,task-tvu5,,34899636,BLIND,10318720,,complete,rvnkvw,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x615,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,BA,chat2,1,chat2,Screen 1,xvlh72,2,continue,,807313.3399999999,807313.3399999999,807313.3399999999,807313.3399999999,807313.3399999999,807313.3399999999,1,807313.3399999999,0,0,,Click To Continue,Completed button,2,object-74,chat2,
4,1707336444876,07/02/2024 20:07:24,1707318444876,-5,07/02/2024 10:07:24,163181,2,task-tvu5,,34899636,BLIND,10318720,,complete,rvnkvw,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x615,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,BA,chat2,1,completionCode2,Screen 1,vdaeaw,1,response,8331,4500.380000000121,5505.440000000177,5505.440000000177,4500.380000000121,5505.440000000177,5505.440000000177,1,4500.380000000121,1005.0600000000559,0,,Single Text Entry,Single Text Entry,1,object-84,completionCode2,
5,1707336444877,07/02/2024 20:07:24,1707318444877,-5,07/02/2024 10:07:24,163181,2,task-tvu5,,34899636,BLIND,10318720,,complete,rvnkvw,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x615,,,0,Task (Counterbalance B),1,B_1AlexAnx_2PatNorm,BA,chat2,,,,,,5,END,,,,,,,0,,,,,,,,,,
END OF FILE
